年,月,日,時,分,縣市,區,村里,鄰,街道,段,巷,弄,號,公尺處,街道,段,側,附近,道路,公里,公尺處,向,車道,GPS座標X,GPS座標
2016,8,11,7,45,臺南市,永康區,大灣里,,文賢街,,,,69,,,,,,,,,,,120.27137,23.00567
2016,8,11,21,3,臺南市,新營區,五興里,,,,,,,,,,,五間厝台19甲線高速公路陸橋上,臺19甲線,4,0,南,機慢車道,120.27525,23.28254
2016,8,11,22,12,臺南市,新營區,嘉芳里,,復興路,,,,,,,,,與新工路口,,,,,,120.28151,23.30981
2016,8,11,20,0,臺南市,善化區,文昌里,,,,,,,,,,,臺19甲線亞洲蔬菜中心前路口,臺19甲線,26,500,北,外側,120.29441,23.11349
2016,8,11,14,0,臺南市,下營區,賀建里,,,,,,,,,,,,174線,22,0,西,外側,120.2952,23.25466
2016,8,11,12,57,臺南市,歸仁區,,,中山路,一,515,,,,,,,,,,,,,120.29741,22.96634
2016,8,11,16,10,臺南市,善化區,光文里,,和平路,,,,,,民權路,,,,,,,,,120.29804,23.13127
2016,8,11,18,20,臺南市,新化區,豐榮里,,信義路,,484,,1,,,,,,,,,,,120.30151,23.03542
2016,8,11,12,7,臺南市,新營區,民榮里,,新進路,二,,,304,,,,,,,,,,,120.30417,23.30069
2016,8,11,17,17,臺南市,新營區,民榮里,,復興路,,,,159-18,,,,,,,,,,,120.30497,23.30262
2016,8,11,7,51,臺南市,柳營區,光福里,,十美街,,,,245,,,,,,,,,,,120.31258,23.28002
2016,8,11,11,45,臺南市,新營區,民權里,,中華路,,,,,,民權路,,,,,,,,,120.31285,23.30489
2016,8,11,20,44,臺南市,新營區,延平里,,新進路,二,,,,,,,,與延平路口,,,,,,120.31348,23.30063
2016,8,11,21,20,臺南市,新營區,民權里,,中正路,,,,,,,,,16號前,,,,,,120.31615,23.30912
2016,8,11,8,19,臺南市,楠西區,鹿田里,,,,,,,,,,,龍群高分21電桿前,,,,,,120.47798,23.1468
2016,8,11,16,11,臺南市,永康區,,,中華路,,23,,,,中華路,,,,,,,,,120.78456,23.25837
2016,8,11,18,6,臺南市,永康區,,,南台街,,13,,50,,,,,,,,,,,120.78945,23.20048
2016,8,11,7,35,臺南市,安南區,,,國安街,,56,201,24,,,,,,,,,,,120.85462,23.65287
2016,8,11,10,13,臺南市,永康區,,,新行街,,,,150,,,,,,,,,,,120.95125,23.025
2016,8,12,19,50,臺南市,仁德區,,,民安路,一,,,,,,,,與德洋路,,,,,,120.24429,22.9571
2016,8,12,21,55,臺南市,歸仁區,,,民權南路,,,,,,,,,與民權五街口,,,,,,120.28786,22.96684
2016,8,12,13,57,臺南市,安南區,,,安中路,三,,,233-4,,,,,,,,,,,120.05241,23.67921
2016,8,12,12,0,臺南市,安平區,,,安平路,,,,65,,,,,,,,,,,120.16386,22.99935
2016,8,12,20,5,臺南市,佳里區,,,,,,,,,,,,光復路與文化路口,,,,,,120.17523,23.16311
2016,8,12,14,40,臺南市,佳里區,忠仁里,,,,,,,,,,,延平路與建中街路口,,,,,,120.17862,23.15868
2016,8,12,11,30,臺南市,安平區,,,建平七街,,,,,,永華四街,,,,,,,,,120.18004,22.98877
2016,8,12,8,40,臺南市,安平區,,,建平路,,,,,,建平七街,,,,,,,,,120.18228,22.98855
2016,8,12,1,35,臺南市,南區,,,中華西路,,,,,,新孝路,,,,,,,,,120.18456,22.97804
2016,8,12,19,25,臺南市,南區,,,新建路,,39,,,,新建路,,,,,,,,,120.18526,22.96857
2016,8,12,17,30,臺南市,安平區,,,府前路,,,,,,府前三街,,,,,,,,,120.18614,22.99287
2016,8,12,11,32,臺南市,安南區,,,海佃路,二,,,,,,,,路燈57號附近,,,,,,120.18828,23.03802
2016,8,12,18,20,臺南市,中西區,,,西門路,一,,,701,,,,,,,,,,,120.19739,22.98833
2016,8,12,13,35,臺南市,中西區,,,西門路,,,,,,永華路,,,,,,,,,120.19741,22.98748
2016,8,12,9,15,臺南市,中西區,,,西門路,,,,,,民族路,,南,,,,,,,120.19985,22.99703
2016,8,12,10,5,臺南市,北區,,,育德路,,,,,,育成路,,,,,,,,,120.20763,23.01763
2016,8,12,10,53,臺南市,北區,,,西門路,四,,,,,文成一路,,,口,,,,,,120.20929,23.01355
2016,8,12,14,20,臺南市,東區,,,大同路,一,,,221,,,,,,,,,,,120.21125,22.9835
2016,8,12,11,55,臺南市,北區,,,,,,,,,,,,北成路38巷與北成路80巷40弄口,,,,,,120.21168,23.01972
2016,8,12,14,15,臺南市,北區,,,和緯路,一,86,,,,和緯路,一,,,,,,,,120.21437,23.00963
2016,8,12,16,35,臺南市,東區,,,勝利路,,,,,,,,,勝利國小前,,,,,,120.21757,22.98862
2016,8,12,18,40,臺南市,北區,,,公園南路,,,,,,西華街,,,,,,,,,120.21856,23.0005
2016,8,12,14,10,臺南市,永康區,甲頂里,,,,,,,,,,,中華路與南台街口,,,,,,120.21931,23.02298
2016,8,12,14,47,臺南市,永康區,,,中正南路,,,,327,,,,,,,,,,,120.22046,23.02805
2016,8,12,17,30,臺南市,東區,,,崇德路,,,,359,,,,,,,,,,,120.22246,22.97748
2016,8,12,7,20,臺南市,東區,,,崇學路,,,,98,,,,,,,,,,,120.22382,22.97957
2016,8,12,10,30,臺南市,東區,,,林森路,二,,,154,,,,,,,,,,,120.22384,22.98868
2016,8,12,19,30,臺南市,東區,,,青年路,,,,305,,,,,,,,,,,120.22478,22.99847
2016,8,12,17,55,臺南市,東區,,,林森路,二,192,24,27,,,,,,,,,,,120.22536,22.98855
2016,8,12,19,20,臺南市,東區,,,仁和路,,,,,,文化一街,,,,,,,,,120.22998,22.9788
2016,8,12,11,50,臺南市,永康區,,,六合路,,,,,,,,,六合路57巷,,,,,,120.23092,23.01032
2016,8,12,11,30,臺南市,北區,,,小東路,,307,96,,,,,,,,,,,,120.23236,23.00088
2016,8,12,14,20,臺南市,永康區,復國里,,忠孝路,,76,,,,復華一街,,,,,,,,,120.24189,23.00538
2016,8,12,8,28,臺南市,永康區,,,復興路,,,,,,,,,與復興路277巷口,,,,,,120.24239,22.99857
2016,8,12,18,3,臺南市,永康區,,,中正路,,,,,,中正二街,,,,,,,,,120.24378,23.03535
2016,8,12,17,30,臺南市,永康區,復華里,,復華三街,,90,,,,復國一路,,,315巷口,,,,,,120.24635,23.00966
2016,8,12,9,35,臺南市,永康區,鹽行里,,中正北路,,,,317,,,,,,,,,,,120.24755,23.04188
2016,8,12,19,3,臺南市,仁德區,,,中正路,一,,,,,,,,臺86線(中正路一段)下方涵洞處,,,,,,120.24938,22.94214
2016,8,12,7,35,臺南市,永康區,,,大灣路,,,,,,,,,與崑大路口,,,,,,120.25185,22.99852
2016,8,12,15,0,臺南市,永康區,永康里,,中山南路,,,,635,,,,,,,,,,,120.25526,23.0253
2016,8,12,8,10,臺南市,永康區,,,中山路,,120,,,,中山路,,,,,,,,,120.25636,23.02926
2016,8,12,8,0,臺南市,永康區,埔園里,,,,,,,,,,,自強路與埔園街口,,,,,,120.25805,23.03284
2016,8,12,7,45,臺南市,永康區,崑山里,,大仁街,,217,,,,,,,,,,,,,120.25809,23.00566
2016,8,12,9,55,臺南市,永康區,崑山里,,大仁街,,188,,,,,,,,,,,,,120.25847,23.00552
2016,8,12,1,40,臺南市,永康區,永康里,,永大二路,,,,,,永吉路,,,,,,,,,120.26052,23.01861
2016,8,12,8,10,臺南市,永康區,龍潭里,,自強路,,802,,,,自強路,,,,,,,,,120.26395,23.03733
2016,8,12,9,22,臺南市,麻豆區,總榮里,,,,,,,,,,,產業道路(高分總榮10 右7C1),,,,,,120.27249,23.18314
2016,8,12,19,57,臺南市,歸仁區,新厝里,,中正南路,一,,,,,大成路,,,,,,,,,120.2933,22.96421
2016,8,12,10,45,臺南市,柳營區,八翁里,,柳營外環道,,,,,,,,,南69線口,,,,,,120.29681,23.27732
2016,8,12,7,58,臺南市,新營區,護鎮里,,長榮路,,,,,,三興街,,,,,,,,,120.30867,23.31952
2016,8,12,16,43,臺南市,善化區,小新里,,善新大道,,,,,,,,,307路燈,,,,,,120.31086,23.11296
2016,8,12,1,56,臺南市,柳營區,,,,,,,,,,,,柳營路三段與義士路五段路口旁,,,,,,120.31267,23.29263
2016,8,12,11,1,臺南市,新營區,民權里,,民權路,,,,,,中華路,,,,,,,,,120.31287,23.30483
2016,8,12,19,2,臺南市,新營區,南興里,,延平路,,,,158,,,,,,,,,,,120.31304,23.29709
2016,8,12,13,59,臺南市,新營區,埤寮里,,中正路,,,,547之2,,,,,,,,,,,120.31629,23.32916
2016,8,12,19,12,臺南市,新化區,護國里,,,,,,,,,,,中山路(台20線)與台19甲線路口東南側,臺20線,14,0,東,內側,120.34202,22.83457
2016,8,12,18,31,臺南市,六甲區,六甲里,,中正路,,,,425,,,,,,,,,,,120.35116,23.22862
2016,8,12,7,26,臺南市,山上區,南洲里,,,,,,南洲65,,,,,,178線,25,300,西,內側一般,120.35477,23.10199
2016,8,12,14,58,臺南市,白河區,河東里,,,,,,,,,,,,172線,32,600,東,外側,120.42131,23.34668
2016,8,13,14,45,臺南市,永康區,,,,,,,,,,,,大仁街46號前,,,,,,120.25659,23.0019
2016,8,13,21,45,臺南市,永康區,,,國聖街,,,,,,,,,與正南八街口,,,,,,120.01498,23.97287
2016,8,13,12,35,臺南市,北門區,保吉里,,,,,,,,,,,北門上臺61線南向交流匝道,,,,,,120.12656,23.23811
2016,8,13,21,30,臺南市,安平區,,,安平路,,,,,,運河路,,,口,,,,,,120.16469,22.99955
2016,8,13,15,50,臺南市,佳里區,建南里,,新生路,,,,289,,,,,東向,,,,,,120.17586,23.16015
2016,8,13,16,25,臺南市,佳里區,,,,,,,,,,,,中山路與自由街口,,,,,,120.17763,23.15589
2016,8,13,14,50,臺南市,中西區,,,湖美街,,87,,,,湖美街,,,,,,,,,120.18007,23.00126
2016,8,13,12,50,臺南市,學甲區,大灣里,,,,,,,,,,,,臺19線,117,300,北,機車優先,120.18551,23.21311
2016,8,13,12,48,臺南市,南區,,,新興路,,,,,,尊南街,,,,,,,,,120.18644,22.97503
2016,8,13,16,5,臺南市,中西區,,,中華西路,,,,,,永華路,,,,,,,,,120.18698,22.98888
2016,8,13,14,45,臺南市,中西區,,,中華西路,二,28,,,,永華一街,,,,,,,,,120.18897,22.98929
2016,8,13,10,18,臺南市,安南區,,,海佃路,一,345,,,,國安街,,,56巷141弄口,,,,,,120.18934,23.02676
2016,8,13,9,5,臺南市,中西區,,,府前路,,,,,,永華一街,,南,,,,,,,120.18962,22.99199
2016,8,13,17,13,臺南市,北區,,,文賢路,,,,847,,,,,,,,,,,120.19327,23.0172
2016,8,13,5,45,臺南市,南區,,,明興路,,1181,,,,,,,無名巷,,,,,,120.19371,22.93186
2016,8,13,18,0,臺南市,南區,,,夏林路,,385,,,,,,,,,,,,,120.19529,22.97618
2016,8,13,20,33,臺南市,中西區,,,海安路,二,30,,,,,,,,,,,,,120.19625,22.9939
2016,8,13,13,0,臺南市,北區,,,臨安路,二,169,,,,,,,,,,,,,120.19843,23.00339
2016,8,13,8,58,臺南市,西港區,西港里,,,,,,1-63,,,,,,,,,,,120.20162,23.13317
2016,8,13,20,20,臺南市,北區,,,西門路,三,,,56,,,,,,,,,,,120.20215,23.00073
2016,8,13,10,20,臺南市,中西區,,,民族路,二,317,,,,民族路,二,,,,,,,,120.2029,22.9967
2016,8,13,9,10,臺南市,中西區,,,南門路,,,,,,樹林街,,,,,,,,,120.20431,22.9859
2016,8,13,19,20,臺南市,西港區,西港里,,,,,,,,,,,臺19線公路130公里處北向機車優先道(西港大橋),,,,,,120.20454,23.10931
2016,8,13,12,18,臺南市,中西區,,,健康路,一,,,178,,,,,,,,,,,120.20679,22.98134
2016,8,13,9,35,臺南市,中西區,,,開山路,,,,,,樹林街,,北,,,,,,,120.20965,22.98644
2016,8,13,11,0,臺南市,中西區,,,健康路,一,,,66,,,,,,,,,,,120.20996,22.98128
2016,8,13,16,20,臺南市,中西區,,,大同路,,,,,,,,,東門圓環,,,,,,120.21124,22.98851
2016,8,13,8,41,臺南市,中西區,,,北門路,一,,,171,,,,,,,,,,,120.21192,22.9962
2016,8,13,12,13,臺南市,安定區,中沙里,,,,,,2016-01-09T00:00:00,,,,,,臺19線,133,500,北,外側,120.21248,23.07689
2016,8,13,23,35,臺南市,安南區,,,北安路,四,,,,,台江大道,,南,,,,,,,120.21357,23.05547
2016,8,13,14,55,臺南市,南區,,,大同路,二,430,,,,大同路,,,,,,,,,120.21441,22.97407
2016,8,13,15,45,臺南市,北區,,,長榮路,五,,,366,,,,,,,,,,,120.21534,23.01303
2016,8,13,19,0,臺南市,東區,,,育樂街,,148,,,,,,,,,,,,,120.21535,22.9957
2016,8,13,14,15,臺南市,東區,,,中華東路,三,,,,,,,,陸橋上東向西,,,,,,120.21757,22.97307
2016,8,13,19,55,臺南市,仁德區,仁愛里,,大同路,三,358,,,,大同路,三,,,,,,,,120.21758,22.95466
2016,8,13,9,50,臺南市,麻豆區,埤頭里,,,,,,,,,,,大山高幹33左5號電桿前,,,,,,120.22197,23.2018
2016,8,13,1,23,臺南市,北區,,,長榮路,,,,,,東豐路,,,,,,,,,120.22239,23.00303
2016,8,13,15,32,臺南市,北區,,,東豐路,,,,,,長榮路,四,,,,,,,,120.22247,23.00296
2016,8,13,12,21,臺南市,永康區,,,中華路,,,,,,,,,奇美陸橋北上第二路燈附近,,,,,,120.22531,23.01911
2016,8,13,11,50,臺南市,北區,,,開元路,,442,,,,開元路,,,,,,,,,120.22597,23.01108
2016,8,13,14,0,臺南市,東區,,,林森路,二,192,,30,,,,,,,,,,,120.22618,22.98963
2016,8,13,12,30,臺南市,永康區,西橋里,,,,,,,,,,,中華西街與中華西街85巷口,,,,,,120.2266,23.01456
2016,8,13,17,10,臺南市,東區,,,東興路,,,,,,凱旋路,,,,,,,,,120.22929,22.99334
2016,8,13,16,40,臺南市,東區,,,中華東路,二,226,,,,中華東路,二,,,,,,,,120.23059,22.98267
2016,8,13,21,25,臺南市,永康區,六合里,,中華路,,505,,,,,,,,,,,,,120.23154,230.12058
2016,8,13,22,20,臺南市,永康區,,,,,,,,,,,,中華路162號,,,,,,120.23533,23.00371
2016,8,13,12,30,臺南市,永康區,五王里,,中山東路,,,,,,振興路,,,,,,,,,120.23665,23.01282
2016,8,13,6,50,臺南市,永康區,鹽行里,,中正路,,,,,,中正三街,,,,,,,,,120.2427,23.03636
2016,8,13,9,58,臺南市,東區,,,裕孝路,,,,293,,,,,,,,,,,120.24389,22.98185
2016,8,13,18,11,臺南市,永康區,,,復國一路,,,,427,,,,,,,,,,,120.24599,23.01383
2016,8,13,12,35,臺南市,永康區,網寮里,,,,,,,,,,,高速公路便道(路燈:永康21區1460號)前,,,,,,120.24753,22.99524
2016,8,13,5,17,臺南市,永康區,二王里,,中山南路,,,,,,二王路,,,,,,,,,120.24859,23.02171
2016,8,13,6,50,臺南市,麻豆區,大埕里,,興中路,,55,,,,復興街,,,,,,,,,120.24972,23.18447
2016,8,13,20,5,臺南市,仁德區,,,中正路,二,,,1158,,,,,,,,,,,120.25172,22.9708
2016,8,13,10,30,臺南市,安定區,蘇林里,,,,,,,,,,,蘇厝45-1號前,,,,,,120.25202,23.12925
2016,8,13,18,35,臺南市,仁德區,太子里,,中正路,三,,,662,,,,,,,,,,,120.25601,22.99038
2016,8,13,8,20,臺南市,永康區,網寮里,,永大一路,,,,51,,,,,,,,,,,120.26066,23.01782
2016,8,13,13,25,臺南市,永康區,,,中正北路,,,,568,,,,,,,,,,,120.26107,23.04515
2016,8,13,10,31,臺南市,仁德區,新田里,,新田路,,,,,,,,,與未命名道路口,,,,,,120.26371,22.9539
2016,8,13,13,13,臺南市,善化區,文正里,,進學路,,,,150,,,,,,臺19甲線,23,400,北,外側快,120.28879,23.1369
2016,8,13,17,4,臺南市,新營區,民生里,,民生路,,,,52,,,,,對面,,,,,,120.30892,23.30638
2016,8,13,17,30,臺南市,新化區,知義里,,,,,,,,,,,復興路1巷10號旁路口,臺19甲線,39,400,西,外側,120.31187,23.04529
2016,8,13,17,15,臺南市,大內區,石湖里,,,,,,,,,,,南181線3公里處南側路口,南181線,3,100,南,內側,120.35045,23.13383
2016,8,13,20,29,臺南市,永康區,,,忠孝路,,,,,,華興街,,,,,,,,,120.74126,23.03985
2016,8,13,17,10,臺南市,安平區,,,育平九街,,,,,,健康三街,,,,,,,,,120169500,22.99364
2016,8,13,23,15,臺南市,歸仁區,,,仁愛南街,,,,,,,,,人愛十街口,,,,,,120300585,22.96269
2016,8,14,12,55,臺南市,安南區,,,,,,,,,,,,海佃路與安中路口,,,,,,120.02454,23.65148
2016,8,14,16,45,臺南市,佳里區,漳洲里,,,,,,,,,,,南27線公路1.15公里處路口,,,,,,120.15203,23.17953
2016,8,14,15,50,臺南市,安平區,,,安平路,,,,596,,,,,,,,,,,120.16938,22.99874
2016,8,14,22,10,臺南市,南區,,,新平路,,,,25,,,,,,,,,,,120.17686,22.96439
2016,8,14,5,45,臺南市,南區,,,明興路,,,,792,,,,,,,,,,,120.18082,22.93832
2016,8,14,12,40,臺南市,中西區,,,中華西路,二,,,42,,,,,,,,,,,120.1848,22.99307
2016,8,14,0,2,臺南市,中西區,,,府前路,,,,,,環河街,,,,,,,,,120.19171,22.99179
2016,8,14,22,5,臺南市,中西區,,,大新街,,21,,,,,,,,,,,,,120.19176,22.99859
2016,8,14,23,55,臺南市,中西區,,,金華路,,,,,,中正路,,北,,,,,,,120.19346,22.9942
2016,8,14,12,48,臺南市,中西區,,,府前路,,,,,,康樂街,,,,,,,,,120.1941,22.99128
2016,8,14,7,47,臺南市,中西區,,,金華路,,,,,,民族路,,,,,,,,,120.19515,22.99913
2016,8,14,4,44,臺南市,南區,,,健康路,一,,,,,西門路,,,口,,,,,,120.19779,22.9815
2016,8,14,12,45,臺南市,中西區,,,南門路,,,,193,,,,,,,,,,,120.2042,22.98544
2016,8,14,11,6,臺南市,中西區,,,健康路,一,,,182,,,,,,,,,,,120.20651,22.98138
2016,8,14,21,39,臺南市,北區,,,成功路,,,,16,,,,,,,,,,,120.20943,22.99767
2016,8,14,19,24,臺南市,中西區,,,青年路,,,,,,興華街,,,,,,,,,120.20998,22.99177
2016,8,14,8,55,臺南市,北區,,,西門路,四,,,445,,,,,,,,,,,120.21175,23.01758
2016,8,14,12,21,臺南市,安南區,,,北汕尾三路,,,,,,安中路,五,,,,,,,,120.21203,23.03318
2016,8,14,13,55,臺南市,北區,,,公園北路,,,,,,,,,南二中門口,,,,,,120.21274,23.00418
2016,8,14,13,10,臺南市,東區,,,東門路,,,,,,東榮街,,,,,,,,,120.21501,22.98788
2016,8,14,19,7,臺南市,仁德區,保安里,,中正路,一,,,58,,,,,,,,,,,120.22869,22.9191
2016,8,14,11,30,臺南市,東區,,,中華東路,二,96,,,,裕農路,,,446巷,,,,,,120.23197,22.98523
2016,8,14,13,50,臺南市,麻豆區,中民里,,,,,,,,,,,謝厝寮180號前,,,,,,120.23415,23.15215
2016,8,14,19,40,臺南市,永康區,中華里,,,,,,,,,,,中華路與中華路154巷口,,,,,,120.23531,23.00357
2016,8,14,19,20,臺南市,永康區,二王里,,中山南路,,319,,,,中山南路,,,,,,,,,120.23793,23.01687
2016,8,14,21,3,臺南市,永康區,,,中山南路,,,,426,,,,,,,,,,,120.23907,23.01763
2016,8,14,15,30,臺南市,永康區,鹽行里,,中正北路,,,,1956-01-01T00:00:00,,,,,,,,,,,120.23969,23.04136
2016,8,14,10,10,臺南市,永康區,,,復華三街,,,,,,國華街,,,,,,,,,120.24707,23.00964
2016,8,14,22,30,臺南市,永康區,正強里,,中正路,,,,,,四維街,,,,,,,,,120.25327,23.03077
2016,8,14,17,20,臺南市,永康區,,,大灣路,,,,770之3,,,,,,,,,,,120.25913,23.00051
2016,8,14,19,30,臺南市,永康區,東灣里,,大灣路,,,,555,,,,,,,,,,,120.26379,23.00109
2016,8,14,14,5,臺南市,永康區,,,大灣路,,,,,,大灣五街,,,,,,,,,120.26726,23.00637
2016,8,14,20,19,臺南市,歸仁區,,,中山路,,,,314,,,,,,,,,,,120.28021,22.96839
2016,8,14,1,35,臺南市,歸仁區,大廟里,,,,,,,,,,,台39線與保大路口附近,,,,,,120.28063,22.99603
2016,8,14,7,30,臺南市,新化區,,,中正路,,,,,,,,,第一銀行前,,,,,,120.30647,23.03341
2016,8,14,5,20,臺南市,六甲區,菁埔里,,,,,,,,,,,,臺1線,299,0,南,外側,120.31549,23.23982
2016,8,14,23,55,臺南市,善化區,牛庄里,,,,,,2016-01-16T00:00:00,,,,,,,,,,,120.31956,23.13801
2016,8,14,16,4,臺南市,山上區,明和里,,,,,,北勢洲88,,,,,,,,,,,120.33565,23.10295
2016,8,14,17,11,臺南市,柳營區,篤農里,,,,,,279,,,,,路口,,,,,,120.36991,23.2894
2016,8,14,9,42,臺南市,玉井區,沙田里,,,,,,,,,,,沙田往水土保持教室后山高分#20-1旁,,,,,,120.48495,123417
2016,8,14,2,42,臺南市,玉井區,望明里,,,,,,,,,,,,臺20線,33,800,西,對向車道,120.48685,23.10741
2016,8,14,9,38,臺南市,歸仁區,新厝里,,,,,,,,,,,歸仁圓環,,,,,,120.29412,22.96648
2016,8,15,14,30,臺南市,仁德區,,,二仁路,,,,,,,,,奇美博物館前,,,,,,120.22103,22.93591
2016,8,15,18,14,臺南市,關廟區,,,五甲路,,,,,,,,,電線桿75A80,,,,,,120.32718,22.94992
2016,8,15,16,32,臺南市,仁德區,,,義林六街,,,,,,義林二街,,,,,,,,,120.25997,22.96953
2016,8,15,16,50,臺南市,安平區,,,安北路,,121,,,,,,,,,,,,,120.16323,23.00266
2016,8,15,13,10,臺南市,安平區,,,安平路,,,,,,平生路,,,,,,,,,120.16392,22.99971
2016,8,15,19,40,臺南市,安平區,,,慶平路,,,,743,,,,,,,,,,,120.16605,22.99771
2016,8,15,15,30,臺南市,佳里區,六安里,,,,,,,,,,,176線13.2公里處東向車道(六安里17之2號),,,,,,120.1668,23.25627
2016,8,15,14,0,臺南市,安平區,,,健康三街,,460,,,,,,,,,,,,,120.16931,22.99443
2016,8,15,17,50,臺南市,安南區,,,本原街,二,106,,,,台江大道,二,,,,,,,,120.17548,23.06175
2016,8,15,18,32,臺南市,安平區,,,華平路,,,,615,,,,,,,,,,,120.1758,22.99624
2016,8,15,14,5,臺南市,佳里區,忠仁里,,,,,,,,,,,新生路162號前,,,,,,120.17724,23.1604
2016,8,15,11,12,臺南市,佳里區,鎮山里,,,,,,,,,,,台19線公路與佳南路口,,,,,,120.18432,23.15193
2016,8,15,19,56,臺南市,安南區,,,海佃路,一,95,,,,,,,口,,,,,,120.19198,23.02204
2016,8,15,19,40,臺南市,中西區,,,金華路,,,,,,大勇街,,,,,,,,,120.19239,22.98983
2016,8,15,17,55,臺南市,中西區,,,郡西路,,,,,,大智街,,,,,,,,,120.19382,22.98967
2016,8,15,8,14,臺南市,中西區,,,金華路,,,,,,民生路,,,,,,,,,120.19389,22.99618
2016,8,15,20,35,臺南市,安南區,,,本原街,一,167,160,1949-02-01T00:00:00,,,,,,,,,,,120.19502,23.04894
2016,8,15,22,10,臺南市,安南區,,,安中路,一,702,,,,,,,口,,,,,,120.1955,23.04318
2016,8,15,7,55,臺南市,北區,,,文賢路,,292,,,,文賢一路,,,,,,,,,120.19611,23.00639
2016,8,15,10,50,臺南市,中西區,,,西門路,一,,,,,健康路,一,東,,,,,,,120.19758,22.98152
2016,8,15,7,27,臺南市,中西區,,,南門路,,,,,,建業街,,,,,,,,,120.20227,22.98786
2016,8,15,18,58,臺南市,西港區,,,中山路,,,,54,,,,,,,,,,,120.20428,23.11621
2016,8,15,13,45,臺南市,中西區,,,府前路,一,,,8,,,,,,,,,,,120.20841,22.98911
2016,8,15,14,34,臺南市,中西區,,,府前路,一,,,104,,,,,,,,,,,120.20846,22.98916
2016,8,15,22,0,臺南市,北區,,,西門路,,,,,,文成三路,,,,,,,,,120.20995,23.01543
2016,8,15,8,30,臺南市,東區,,,大同路,一,,,47,,,,,,,,,,,120.21136,22.98834
2016,8,15,20,25,臺南市,北區,,,北成路,,38,,,,,,,與北成路80巷40弄口,,,,,,120.21151,23.01971
2016,8,15,10,48,臺南市,安定區,中沙里,,,,,,,,,,,中崙153號前,臺19線,133,400,南,機車優先,120.21164,23.07849
2016,8,15,7,10,臺南市,安南區,,,安通路,四,,,8,,,,,,,,,,,120.21343,23.02964
2016,8,15,20,27,臺南市,南區,,,大同路,,,,,,大林路,,,,,,,,,120.21397,22.97623
2016,8,15,14,25,臺南市,北區,,,東豐路,,85,,,,,,,,,,,,,120.21492,23.00386
2016,8,15,17,28,臺南市,永康區,,,,,,,,,,,,中央路與中正南路,,,,,,120.21626,23.02205
2016,8,15,10,0,臺南市,東區,,,長榮路,一,,,,,府連東路,,,,,,,,,120.21789,22.98424
2016,8,15,18,20,臺南市,東區,,,勝利路,,,,,,,,,南一中前,,,,,,120.218,22.99335
2016,8,15,9,0,臺南市,麻豆區,麻口里,,,,,,,,,,,麻豆口32-5號,,,,,,120.22013,23.18701
2016,8,15,14,0,臺南市,永康區,,,大武街,,597,,,,大武街,,,,,,,,,120.2221,23.01941
2016,8,15,17,15,臺南市,北區,,,開元路,,,,,,林森路,,,,,,,,,120.22305,23.00895
2016,8,15,9,15,臺南市,官田區,小埤里,,,,,,,,,,,埤頭5-11號前路口,,,,,,120.22819,23.18918
2016,8,15,10,55,臺南市,東區,,,裕農路,,389,,,,,,,,,,,,,120.23085,22.98762
2016,8,15,19,20,臺南市,永康區,六合里,,中華二路,,361,,,,,,,,,,,,,120.23209,23.0084
2016,8,15,13,25,臺南市,東區,,,中華東路,二,203,1,8,,,,,,,,,,,120.2327,22.98394
2016,8,15,2,14,臺南市,東區,,,東門路,三,,,182,,,,,,,,,,,120.23343,22.97799
2016,8,15,10,43,臺南市,永康區,,,中華路,,,,,,勝華街,,,,,,,,,120.23505,23.00645
2016,8,15,19,5,臺南市,安定區,保西里,,,,,,,,,,,安定348號前,178線,11,100,北,外側,120.23592,23.11899
2016,8,15,11,34,臺南市,麻豆區,中民里,,,,,,,,,,,謝厝寮113號前路口,,,,,,120.23599,23.14874
2016,8,15,23,37,臺南市,永康區,,,中山東路,,,,,,,,,與忠孝路239巷口,,,,,,120.23872,23.00487
2016,8,15,17,30,臺南市,仁德區,太子里,,太子路,,,,,,,,,高速公路便道,,,,,,120.24864,22.9908
2016,8,15,11,1,臺南市,永康區,,,,,,,,,,,,高速公路北上便道與永二街,,,,,,120.2509,23.01686
2016,8,15,17,5,臺南市,永康區,崑山里,,大灣路,,942,194,,,,,,大灣路942巷口,,,,,,120.25589,23.00281
2016,8,15,7,54,臺南市,歸仁區,媽廟里,,保大路,三,,,136,,,,,,,,,,,120.25752,22.94276
2016,8,15,9,14,臺南市,永康區,崑山里,,大灣路,,798,,,,國光一街,,,,,,,,,120.25876,23.00089
2016,8,15,20,10,臺南市,永康區,網寮里,,永大五路,,,,101,,,,,,,,,,,120.2609,23.02043
2016,8,15,17,20,臺南市,新市區,社內里,,,,,,,,,,,137-50號,,,,,,120.27809,23.07481
2016,8,15,10,30,臺南市,善化區,東關里,,進學路,,,,,,中山路,,,,臺19甲線,24,100,西,外側,120.29114,23.1323
2016,8,15,15,0,臺南市,新化區,全興里,,,,,,竹子腳231之1,,,,,,南170線,0,600,西,路緣,120.29888,23.02325
2016,8,15,9,12,臺南市,柳營區,人和里,,柳營路,,,,,,義士路,,,,,,,,,120.31268,23.29276
2016,8,15,18,10,臺南市,善化區,嘉北里,,,,,,,,,,,茄拔2-40號,臺1線,311,100,北,外側,120.3294,23.1462
2016,8,15,13,41,臺南市,六甲區,,,,,,,,,,,,中華路六甲高幹102號前,,,,,,120.33999,23.22264
