區,系,項次,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,,
處,統,檢驗項目,氟鹽(Fluoride),硝酸鹽氮(Nitrate),總溶解固體量(Total Dissolved Solids),糞便性大腸桿菌群(Fecal coliform),砷(Arsenic),自由有效餘氯(Free Chlorine Residual),濁度(Turbidity),色度(Color),臭度(Odor),總鹼度(Total Alkalinity),pH值(pH ),氯鹽(Chloride),硫酸鹽(Sulfate),氨氮(Ammonia),亞硝酸鹽氮(Nitrite),總硬度(Total Hardness),鐵(Iron),錳(Manganese),總菌落數(Total Bacterial Count),大腸桿菌群(Coliform Group),總三鹵甲烷(Total Trihalomethanes),鉛(Lead),硒(Selenium),汞(Mercury),鋅(Zinc),銀(Silver),銅(Copper),鉻(Chromium),鎳(Nickel),鎘(Cadmium),鋇(Barium),銻(Antimony),陰離子界面活性劑(Anionic Surfactants),靈丹(Lindane),安殺番(Endosulfan),巴拉刈(Paraquat),大利松(Diazinon),巴拉松(Parathion),一品松(EPN),氰鹽(Cyanate),酚(Phenols),達馬松(Methamidophos),丁基拉草(Butachlor),2，4-地(2，4-D),納乃得(Methomyl),滅必蝨(MIPC(Isoprocarb)),加保扶(Carbofuran),亞素靈(Monocrotophos),鋁(Aluminium),溴酸鹽(Bromate),水質合格否(Y/N),
別,代,飲用水水質標準,0.8,10.0,500,－－,0.01,0.2-1.0,2,5,3,－－,6.0-8.5,250,250,0.1,0.1,300,0.3,0.05,100,6,0.08,0.01,0.01,0.002,5.0,0.05,1.0,0.05,0.1,0.005,2.0,0.01,0.5,0.0002,0.003,0.01,0.005,0.02,0.005,0.05,0.001,0.02,0.02,0.07,0.01,0.02,0.02,0.003,0.3,0.01,－－,
,號,單位,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,NTU,鉑鈷單位,初嗅數,mg/L,－－,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,CFU/mL,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,－－,
七區,'0708,="甲仙淨水場(Chiahsien)高雄市甲仙區和安里竹山巷19-1號[0741042]{0708}<高雄市>",="0.12",="0.34",="253",="<1",="0.00144",="0.52",="0.40",="<5",="<1",="142",="8.0",="5.9",="55.4",="ND",="ND",="172",="ND",="ND",="<1",="<1",="0.0294",="0.00048",="ND",="ND",="0.00577",="ND",="0.00075",="ND",="0.00142",="ND",="0.0331",="0.00014",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.104",="<0.001",="Y",
七區,'0709,="六龜淨水場(Liouguei)高雄市六龜區文武里河邊巷77號[0747044]{0709}<高雄市>",="0.10",="0.14",="258",="<1",="0.00195",="0.57",="0.30",="<5",="<1",="125",="8.0",="4.3",="84.3",="ND",="ND",="189",="ND",="ND",="1",="<1",="0.00537",="0.00025",="0.00023",="ND",="0.00464",="ND",="0.00294",="0.00110",="0.00076",="ND",="0.0198",="0.00016",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.100",="<0.001",="Y",
七區,'0719,="木梓淨水場(Muzih)高雄市杉林區木梓里茄苳巷170-1號[0741119]{0719}<高雄市>",="0.12",="0.73",="304",="－－",="0.00244",="0.52",="0.25",="<5",="<1",="195",="7.9",="6.1",="60.4",="ND",="ND",="206",="ND",="ND",="<1",="<1",="0.0179",="0.00040",="0.00026",="ND",="0.00368",="ND",="0.00135",="0.00130",="0.00095",="ND",="0.0454",="0.00012",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0184",="<0.001",="Y",
七區,'0738,="民生淨水場(Minsheng)高雄市那瑪夏區秀嶺巷1-1號[0741100]{0738}<高雄市>",="0.05",="0.67",="107",="－－",="0.00127",="0.70",="0.40",="<5",="<1",="64.2",="8.1",="3.0",="14.2",="ND",="ND",="71.9",="ND",="ND",="2",="<1",="0.00345",="0.00034",="ND",="ND",="0.00386",="ND",="0.00198",="0.00056",="ND",="ND",="0.0160",="0.00006",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0198",="<0.001",="Y",
七區,'0751,="多納淨水場(Duona)高雄市茂林區多納段728地號[0746065]{0751}<高雄市>",="0.09",="0.09",="157",="－－",="0.00116",="0.51",="0.30",="<5",="<1",="81.6",="7.6",="2.7",="32.1",="ND",="ND",="110",="ND",="ND",="1",="<1",="0.00105",="0.00067",="0.00065",="ND",="0.00302",="ND",="0.00045",="0.00068",="ND",="ND",="0.00188",="0.00007",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0119",="ND",="Y",
七區,'0706,="美濃淨水場(Meinong)高雄市美濃區中正路二段169巷1號[0747053]{0706}<高雄市>",="0.13",="1.80",="344",="－－",="0.00182",="0.54",="0.35",="<5",="<1",="201",="7.2",="7.8",="65.7",="ND",="ND",="247",="ND",="ND",="<1",="<1",="0.00043",="0.00112",="0.00025",="ND",="0.0233",="ND",="0.0167",="0.00081",="0.00119",="0.00001",="0.0260",="0.00003",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0333",="<0.001",="Y",
七區,'0704,="茂林淨水場(Maolin)高雄市茂林區茂林段795地號[0746056]{0704}<高雄市>",="0.22",="0.81",="290",="－－",="0.00244",="0.53",="0.20",="<5",="<1",="124",="7.6",="3.6",="77.8",="ND",="ND",="170",="ND",="ND",="2",="<1",="0.00345",="0.00058",="0.00026",="ND",="0.00625",="ND",="0.00095",="0.00118",="0.00060",="ND",="0.00325",="0.00009",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0184",="<0.001",="Y",
七區,'0710,="新威淨水場(Sinwei)高雄市六龜區六龜段998之8地號[0747062]{0710}<高雄市>",="0.11",="0.57",="300",="－－",="0.00206",="0.45",="0.55",="<5",="<1",="166",="7.9",="5.5",="79.6",="ND",="ND",="227",="ND",="ND",="<1",="<1",="0.00277",="0.00036",="0.00054",="ND",="0.00702",="ND",="0.00493",="0.00100",="0.00063",="ND",="0.0230",="0.00018",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0169",="<0.001",="Y",
七區,'0703,="手巾寮淨水場(Shoujinliao)高雄市美濃區福安里旗屏一路13-1號[0741024]{0703}<高雄市>",="0.11",="0.96",="392",="－－",="0.00362",="0.51",="0.15",="<5",="<1",="190",="7.6",="5.9",="108",="ND",="ND",="269",="ND",="ND",="<1",="<1",="0.00583",="ND",="0.00059",="ND",="0.00282",="0.00003",="0.00120",="0.00094",="0.00069",="ND",="0.0382",="0.00005",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0104",="<0.001",="Y",
七區,'0739,="寶來淨水場(Baolai)高雄市六龜區寶來里寶來二巷29-1號[0747071]{0739}<高雄市>",="0.16",="0.07",="408",="－－",="0.00268",="0.59",="0.25",="<5",="<1",="203",="7.9",="12.5",="114",="ND",="ND",="255",="ND",="ND",="<1",="<1",="0.00612",="0.00061",="ND",="ND",="0.00536",="ND",="0.00513",="0.00139",="0.00061",="ND",="0.0242",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0117",="<0.001",="Y",
七區,'0750,="牡丹淨水場(Moodan)屏東縣牡丹鄉石門村石門路35之2號[0768029]{0750}<屏東縣>",="0.10",="0.24",="155",="<1",="0.00095",="0.72",="0.30",="<5",="<1",="108",="7.7",="12.0",="13.8",="ND",="ND",="111",="ND",="ND",="<1",="<1",="0.0158",="0.00025",="ND",="ND",="0.00119",="ND",="0.00064",="0.00056",="ND",="ND",="0.00614",="0.00013",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.142",="<0.001",="Y",
七區,'0713,="屏東淨水場(Pingtong)屏東縣屏東市林森路6號[0742012]{0713}<屏東縣>",="0.08",="1.49",="286",="<1",="0.00207",="0.53",="0.30",="<5",="<1",="163",="8.0",="4.8",="55.6",="ND",="ND",="192",="ND",="ND",="<1",="<1",="0.00222",="0.00039",="0.00042",="ND",="0.00245",="ND",="0.00097",="0.00085",="ND",="0.00001",="0.00894",="0.00005",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0139",="<0.001",="Y",
七區,'0718,="三和淨水場(Sanhe)屏東縣內埔鄉隘寮段861-1地號[0742107]{0718}<屏東縣>",="0.06",="1.87",="364",="－－",="0.00177",="0.52",="0.20",="<5",="<1",="169",="7.8",="3.3",="104",="ND",="ND",="259",="ND",="ND",="<1",="<1",="0.00017",="0.00094",="0.00060",="ND",="0.00833",="ND",="0.00271",="0.00121",="0.00066",="0.00001",="0.00414",="0.00011",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0126",="<0.001",="Y",
七區,'0725,="四春淨水場(Sihchun)屏東縣潮州鎮四春段1036地號[0743055]{0725}<屏東縣>",="0.07",="1.23",="242",="－－",="0.00138",="0.49",="0.30",="<5",="<1",="143",="7.6",="3.5",="44.9",="ND",="ND",="167",="ND",="ND",="1",="<1",="0.00145",="0.00071",="0.00054",="ND",="0.00530",="ND",="0.00292",="0.00118",="ND",="ND",="0.00186",="0.00006",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0252",="<0.001",="Y",
七區,'0740,="佳興淨水場(Jiasing)屏東縣泰武鄉佳興段811-1地號[0743082]{0740}<屏東縣>",="0.07",="0.51",="128",="－－",="0.00131",="0.45",="0.60",="<5",="<1",="76.0",="8.1",="4.0",="18.7",="ND",="ND",="89.9",="ND",="ND",="<1",="<1",="0.00102",="0.00150",="ND",="ND",="0.00981",="ND",="0.00319",="0.00199",="ND",="ND",="0.00238",="0.00006",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0336",="<0.001",="Y",
七區,'0712,="桑園淨水場(Sangyuan)屏東縣牡丹鄉牡丹村牡丹路250之1號[0768010]{0712}<屏東縣>",="0.08",="0.19",="131",="－－",="0.00096",="0.60",="0.35",="<5",="<1",="84.2",="6.9",="13.6",="6.4",="ND",="ND",="76.3",="ND",="ND",="1",="<1",="0.0212",="0.00045",="ND",="ND",="0.00231",="ND",="0.00168",="0.00107",="ND",="ND",="0.00530",="0.00004",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0173",="0.002",="Y",
七區,'0732,="枋寮淨水場(Fangliao)屏東縣枋寮鄉大響營一小段117地[0743159]{0732}<屏東縣>",="0.07",="3.12",="312",="－－",="0.00303",="0.50",="0.10",="<5",="<1",="221",="7.2",="5.0",="44.8",="ND",="ND",="249",="ND",="ND",="<1",="<1",="ND",="0.00027",="0.00088",="ND",="0.00266",="ND",="0.00110",="0.00162",="0.00060",="ND",="0.00273",="0.00007",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0140",="<0.001",="Y",
七區,'0743,="佳平淨水場(Jiaping)屏東縣泰武鄉佳平段1333地號[0743177]{0743}<屏東縣>",="0.09",="5.78",="196",="－－",="0.00147",="0.47",="0.25",="<5",="<1",="99.9",="6.9",="5.6",="27.4",="ND",="ND",="127",="ND",="ND",="<1",="<1",="ND",="0.00061",="0.00033",="ND",="0.00347",="ND",="0.00134",="0.00096",="ND",="0.00001",="0.00456",="0.00003",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0333",="<0.001",="Y",
七區,'0724,="力里淨水場(Lili)屏東縣春日鄉力里段2016-1號[0743168]{0724}<屏東縣>",="0.08",="0.44",="245",="－－",="0.00184",="0.44",="0.15",="<5",="<1",="161",="7.8",="3.1",="43.2",="ND",="ND",="192",="ND",="ND",="<1",="<1",="ND",="0.00033",="0.00070",="ND",="0.00210",="ND",="0.00076",="0.00090",="ND",="ND",="0.00344",="0.00008",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0122",="ND",="Y",
七區,'0717,="高士淨水場(Gaoshih)屏東縣牡丹鄉高士村7號[0745068]{0717}<屏東縣>",="0.14",="0.14",="259",="－－",="0.00221",="0.52",="0.35",="<5",="<1",="166",="7.4",="21.8",="24.1",="ND",="ND",="197",="ND",="ND",="4",="<1",="0.0204",="ND",="0.00032",="ND",="0.00428",="ND",="0.00135",="0.00282",="ND",="0.00002",="0.0165",="0.00010",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0244",="<0.001",="Y",
七區,'0715,="高樹淨水場(Gaoshu)屏東縣高樹鄉華光路89號[0746010]{0715}<屏東縣>",="0.06",="3.27",="323",="－－",="0.00203",="0.55",="0.15",="<5",="<1",="125",="7.1",="4.5",="99.0",="ND",="ND",="210",="ND",="ND",="<1",="<1",="ND",="0.00048",="0.00043",="ND",="0.0213",="ND",="0.00584",="0.00056",="0.00081",="ND",="0.0113",="0.00004",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0149",="ND",="Y",
七區,'0731,="潮新淨水場(chaosin)屏東縣潮州鎮四春段1118-2地號[0743131]{0731}<屏東縣>",="0.07",="0.59",="241",="－－",="0.00128",="0.48",="0.20",="<5",="<1",="137",="7.7",="2.9",="55.7",="ND",="ND",="182",="ND",="ND",="<1",="<1",="ND",="0.00081",="0.00065",="ND",="0.0123",="ND",="0.00461",="0.00118",="ND",="ND",="0.00152",="0.00009",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0230",="<0.001",="Y",
七區,'0736,="瑪家淨水場(Majia)屏東縣瑪家鄉瑪家段1121地號[0742049]{0736}<屏東縣>",="0.05",="0.36",="194",="－－",="0.00114",="0.42",="0.25",="<5",="<1",="105",="7.7",="1.8",="41.9",="ND",="ND",="145",="ND",="ND",="<1",="<1",="0.00019",="0.00028",="0.00074",="ND",="0.00205",="ND",="0.00054",="0.00093",="ND",="ND",="0.00335",="0.00016",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0188",="ND",="Y",
七區,'0714,="餉潭淨水場(siangtan)屏東縣新埤鄉新力段463地號[0743037]{0714}<屏東縣>",="0.13",="1.12",="193",="－－",="0.00097",="0.49",="0.20",="<5",="<1",="124",="7.4",="3.9",="21.7",="ND",="ND",="135",="ND",="ND",="<1",="<1",="0.00283",="0.00049",="0.00019",="ND",="0.00218",="ND",="0.00141",="0.00130",="ND",="0.00001",="0.00430",="0.00004",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0212",="<0.001",="Y",
七區,'0707,="廣興淨水場(Guangsing)屏東縣高樹鄉新大路關小段195-173地號[0746038]{0707}<屏東縣>",="0.02",="4.62",="141",="－－",="0.00115",="0.56",="0.15",="<5",="<1",="36.2",="6.3",="18.2",="2.6",="ND",="ND",="30.8",="ND",="ND",="<1",="<1",="0.00120",="0.00089",="0.00019",="ND",="0.0175",="0.00002",="0.0101",="0.00270",="ND",="0.00003",="0.00223",="0.00003",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0102",="ND",="Y",
七區,'0747,="霧台淨水場(Wutai)屏東縣霧台鄉霧台段840地號[0742058]{0747}<屏東縣>",="0.04",="0.43",="107",="－－",="0.00075",="0.36",="0.30",="<5",="<1",="57.9",="7.7",="2.8",="17.4",="ND",="ND",="73.6",="ND",="ND",="<1",="<1",="0.00766",="0.00032",="0.00035",="ND",="0.00204",="ND",="0.00096",="0.00078",="ND",="ND",="0.00160",="0.00004",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0263",="<0.001",="Y",
七區,'0729,="馬公(Magong)澎湖縣馬公市烏崁里306號[0749115]{0729}<澎湖縣>",="0.03",="0.06",="328",="<1",="0.00055",="0.64",="0.25",="<5",="<1",="37.3",="8.3",="150",="22.4",="ND",="ND",="36.7",="ND",="ND",="<1",="<1",="0.00086",="0.00367",="ND",="ND",="0.00260",="ND",="0.00038",="0.00156",="ND",="ND",="ND",="0.00003",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.00003",="ND",="ND",="ND",="ND",="ND",="0.0225",="<0.001",="Y",
七區,'0759,="西嶼海淡廠(Siyu)澎湖縣西嶼鄉池西村27-3號[0749322]{0759}<澎湖縣>",="0.08",="0.13",="224",="－－",="0.00054",="0.58",="0.20",="<5",="<1",="74.6",="8.4",="131",="10.8",="ND",="ND",="69.0",="0.03",="ND",="<1",="<1",="0.00133",="0.00239",="ND",="ND",="0.00279",="ND",="0.00079",="0.00122",="ND",="ND",="ND",="0.00002",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0126",="0.002",="Y",
七區,'0756,="望安海淡廠(Wang-an)澎湖縣望安鄉西安村37-1號[0749106]{0756}<澎湖縣>",="0.03",="0.06",="196",="－－",="0.00125",="0.55",="0.20",="<5",="<1",="27.5",="8.2",="88.4",="25.6",="0.03",="ND",="45.2",="ND",="ND",="<1",="<1",="0.00179",="0.00356",="ND",="ND",="0.00091",="ND",="ND",="0.00298",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0437",="0.001",="Y",
八區,'0801,="深溝淨水場(Shengou)宜蘭縣員山鄉員山路2段236號[0862019]{0801}<宜蘭縣>",="0.08",="0.82",="155",="<1",="0.00014",="0.46",="0.30",="<5",="<1",="77.5",="7.5",="4.1",="20.7",="ND",="<0.01",="86.0",="ND",="ND",="1",="ND",="0.00197",="ND",="ND",="ND",="0.00398",="ND",="0.00100",="ND",="ND",="ND",="0.00149",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0466",="ND",="Y",
八區,'0804,="廣興淨水場(Kuanhsin)宜蘭縣冬山鄉廣興路63號[0861012]{0804}<宜蘭縣>",="0.07",="0.83",="202",="<1",="0.00024",="0.46",="0.15",="<5",="<1",="105",="7.0",="4.3",="35.1",="ND",="<0.01",="118",="ND",="ND",="11",="ND",="0.00103",="ND",="ND",="ND",="ND",="ND",="0.00315",="ND",="ND",="ND",="0.00123",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0128",="ND",="Y",
八區,'0804,="蘇澳淨水場(Shuao)宜蘭縣蘇澳鎮光明路5號[0861085]{0804}<宜蘭縣>",="0.07",="0.84",="162",="<1",="0.00082",="0.49",="0.20",="<5",="<1",="98.5",="6.8",="12.6",="20.5",="ND",="<0.01",="107",="ND",="ND",="11",="ND",="0.00029",="ND",="ND",="ND",="0.00748",="ND",="0.00155",="ND",="ND",="ND",="0.00612",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0129",="ND",="Y",
八區,'0815,="四季淨水場(Sihji)宜蘭縣大同鄉四季段[0862073]{0815}<宜蘭縣>",="0.07",="0.18",="95.5",="－－",="0.00039",="0.55",="0.20",="<5",="<1",="79.4",="8.2",="ND",="11.6",="ND",="<0.01",="81.4",="ND",="ND",="1",="<1",="0.00370",="ND",="0.00167",="ND",="ND",="ND",="0.00062",="ND",="ND",="0.00031",="0.00190",="0.00022",="0.03",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.00625",="ND",="Y",
八區,'0818,="東澳淨水場(Dongao)宜蘭縣南澳鄉東岳段839地號[0861107]{0818}<宜蘭縣>",="0.06",="0.69",="130",="－－",="0.00260",="0.46",="0.25",="<5",="<1",="75.1",="7.4",="8.8",="14.4",="ND",="<0.01",="89.5",="ND",="ND",="3",="<1",="ND",="ND",="ND",="ND",="ND",="ND",="0.00284",="ND",="ND",="0.00031",="0.0106",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.00461",="ND",="Y",
八區,'0813,="松羅淨水場(Songluo)宜蘭縣大同鄉松羅村松羅段[0862055]{0813}<宜蘭縣>",="0.07",="0.78",="68.0",="－－",="0.00011",="0.56",="0.40",="<5",="<1",="24.4",="7.6",="2.2",="14.4",="ND",="ND",="35.1",="ND",="ND",="1",="ND",="0.00229",="ND",="ND",="ND",="0.00442",="ND",="0.00082",="ND",="ND",="ND",="0.00816",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0241",="ND",="Y",
八區,'0819,="金洋淨水場(Jinyang)宜蘭縣南澳鄉金洋段1-163地號[0861116]{0819}<宜蘭縣>",="0.07",="0.40",="95.7",="－－",="0.00149",="0.51",="0.20",="<5",="<1",="48.9",="7.8",="5.6",="16.1",="ND",="<0.01",="51.2",="ND",="ND",="1",="<1",="0.00335",="ND",="ND",="ND",="ND",="ND",="0.00061",="ND",="ND",="0.00051",="0.00251",="0.00015",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.00458",="ND",="Y",
八區,'0816,="南山淨水場(Nanshan)宜蘭縣大同鄉南山段[0862082]{0816}<宜蘭縣>",="0.08",="0.25",="261",="－－",="0.00043",="0.38",="0.25",="<5",="<1",="158",="8.3",="ND",="71.3",="ND",="<0.01",="216",="ND",="ND",="8",="<1",="0.00496",="ND",="0.00132",="ND",="0.00446",="ND",="0.00075",="ND",="0.00080",="0.00028",="0.00789",="0.00024",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.00989",="ND",="Y",
八區,'0810,="碧侯淨水場(Bihou)宜蘭縣南澳鄉南澳段1860-1地號[0861143]{0810}<宜蘭縣>",="0.07",="0.58",="92.0",="－－",="0.00025",="0.52",="0.20",="<5",="<1",="36.8",="7.5",="7.6",="11.0",="ND",="<0.01",="49.9",="ND",="ND",="6",="<1",="0.00305",="ND",="ND",="ND",="0.00503",="ND",="0.00217",="ND",="ND",="ND",="0.00226",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.00819",="ND",="Y",
八區,'0814,="英士淨水場(Yingshih)宜蘭縣大同鄉梵梵段[0862064]{0814}<宜蘭縣>",="0.08",="0.73",="209",="－－",="0.00015",="0.51",="0.25",="<5",="<1",="129",="7.1",="2.6",="41.8",="ND",="<0.01",="135",="0.02",="ND",="1",="ND",="0.00024",="ND",="0.00184",="ND",="0.0101",="ND",="0.00309",="ND",="ND",="ND",="0.0160",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.00893",="ND",="Y",
八區,'0820,="澳花淨水場(Aohua)宜蘭縣南澳鄉澳花段674地號[0861125]{0820}<宜蘭縣>",="0.07",="0.44",="148",="－－",="0.00131",="0.47",="0.20",="<5",="<1",="84.1",="8.0",="8.4",="40.4",="ND",="<0.01",="98.2",="ND",="ND",="8",="<1",="0.00052",="ND",="ND",="ND",="0.00957",="ND",="ND",="ND",="ND",="0.00032",="0.00783",="0.00010",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.00877",="ND",="Y",
九區,'0901,="砂婆礑淨水場(Sapotang)花蓮縣秀林鄉水源村金嵐路2之1號[0961077]{0901}<花蓮縣>",="0.03",="0.39",="113",="<1",="0.00122",="0.44",="0.25",="<5",="<1",="79.3",="8.1",="2.7",="10.5",="ND",="ND",="88.2",="0.04",="ND",="7",="<1",="0.00228",="0.00174",="0.00031",="ND",="0.00629",="ND",="0.00878",="0.00058",="ND",="0.00001",="0.0264",="0.00008",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0561",="ND",="Y",
九區,'0916,="鳳林淨水場(Fonglin)花蓮縣鳳林鎮水源路136號[0944036]{0916}<花蓮縣>",="0.04",="0.31",="70.8",="<1",="0.00037",="0.42",="0.20",="<5",="<1",="36.5",="8.0",="4.2",="7.3",="ND",="ND",="38.5",="ND",="ND",="2",="<1",="0.00195",="0.00053",="ND",="ND",="0.00252",="ND",="0.00107",="ND",="ND",="ND",="0.00194",="0.00003",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0208",="ND",="Y",
九區,'0927,="玉里淨水場(Yuli)花蓮縣玉里鎮玉里段152，217地號內[0946030]{0927}<花蓮縣>",="0.06",="0.86",="171",="<1",="0.00108",="0.46",="0.15",="<5",="<1",="101",="7.6",="3.1",="24.1",="ND",="ND",="118",="0.04",="0.007",="1",="<1",="ND",="0.00051",="0.00041",="ND",="0.00193",="ND",="0.00193",="0.00082",="ND",="ND",="0.00216",="0.00006",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0115",="ND",="Y",
九區,'0901,="壽豐淨水場(Shoufeng)花蓮縣壽豐鄉豐裡村中山路151號[0961275]{0901}<花蓮縣>",="0.04",="0.55",="142",="<1",="0.00137",="0.46",="0.15",="<5",="<1",="99.1",="7.8",="4.4",="10.1",="ND",="ND",="106",="ND",="ND",="5",="<1",="0.00181",="0.00050",="0.00037",="ND",="0.00149",="ND",="0.00093",="0.00133",="0.00090",="ND",="0.0163",="0.00007",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0253",="ND",="Y",
