年月,總編號,處理單位,處理編號,年,月,日,時,分,縣市,區,村里,鄰,街道,段,巷,弄,號,公尺處,街道,段,側,附近,道路,公里,公尺處,向,車道,平交道,公里,公尺處,附近,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,警局,分局,案件類別,事故類別,GPS座標X,GPS座標
10506,10506C00020026,CZ91,10506CZ000343,2016,6,5,10,14,臺南市,仁德區,土庫里,,中正路,三,,,,,土庫三街,,,,,,,,,,,,,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,C000,CZ00,1,2,120.25888,22.9875
10506,,CN91,10506CN003331,2016,6,25,18,0,臺南市,中西區,,,開山路,,,,181,,,,,,,,,,,,,,,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,13,16,C000,CN00,1,2,120.20671,22.98751
10506,10506C00020070,CM91,10506CM001663,2016,6,18,9,20,臺南市,東區,,,裕農路,,446,,2016-03-19T00:00:00,,,,,,,,,,,,,,,0,3,0,8,1,5,40,3,1,1,5,4,5,7,4,4,9,5,5,2,17,6,C000,CM00,1,2,120.23179,22.98754
10506,10506C00020149,CM91,10506CM001963,2016,6,18,17,35,臺南市,東區,,,富農街,二,,,118,,,,,,,,,,,,,,,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,17,8,C000,CM00,1,2,120.23569,22.98766
10506,,CN91,10506CN002267,2016,6,25,12,8,臺南市,中西區,,,南門路,,,,,,建業街,,,,,,,,,,,,,0,1,0,8,1,5,50,14,7,1,5,4,5,7,1,1,10,5,5,2,13,23,C000,CN00,1,2,120.20444,22.98769
10506,10506C00020062,CP91,10506CP000837,2016,6,11,13,40,臺南市,安平區,,,建平五街,,,,,,建平五街,,,131巷口,,,,,,,,,,0,1,0,6,1,5,50,4,1,1,4,4,5,7,4,4,10,5,5,2,12,6,C000,CP00,1,2,120.17586,22.98774
10506,,CP91,10506CP001585,2016,6,19,11,5,臺南市,安平區,,,建平五街,,184,,,,建平五街,,,,,,,,,,,,,0,1,0,8,1,5,50,4,2,1,5,4,5,7,4,4,9,4,5,2,16,6,C000,CP00,1,2,120.17657,22.98788
10506,10506C00020126,CN91,10506CN000197,2016,6,3,21,15,臺南市,中西區,,,永華路,一,,,134,,,,,,,,,,,,,,,0,1,0,8,3,5,50,14,7,1,5,4,5,7,4,4,5,4,4,1,12,42,C000,CN00,1,2,120.19306,22.98794
10506,,CN91,10506CN002729,2016,6,6,16,15,臺南市,中西區,,,南門路,,,,101,,,,,,,,,,,,,,,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,4,1,13,23,C000,CN00,1,2,120.20241,22.98796
10506,10506C00020129,CP91,10506CP000243,2016,6,4,2,0,臺南市,安平區,,,建平路,,,,,,建平六街,,北,,,,,,,,,,,0,3,0,8,3,5,50,3,2,1,5,4,5,7,3,1,3,4,4,1,13,23,C000,CP00,1,2,120.18211,22.98799
10506,10506C00020036,CR91,10506CR000069,2016,6,2,13,42,臺南市,南區,,,永華路,,,,,,金華路,二,,口,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,8,C000,CR00,1,2,120.19218,22.98812
10506,,CN91,10506CN002041,2016,6,16,10,8,臺南市,中西區,,,海安路,,,,,,建安街,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,C000,CN00,1,2,120.19468,22.98819
10506,10506C00020052,CR91,10506CR000518,2016,6,7,23,55,臺南市,南區,,,永華路,,,,,,,,,南華街,,,,,,,,,,0,2,0,8,3,5,50,3,1,1,5,4,5,7,3,1,10,5,5,2,13,8,C000,CR00,1,2,120.19099,22.98837
10506,,CN91,10506CN002135,2016,6,12,10,50,臺南市,中西區,,,永華路,一,250,,,,,,,,,,,,,,,,,0,1,0,6,1,5,50,4,1,1,4,4,5,6,2,1,10,5,5,2,11,6,C000,CN00,1,2,120.1904,22.98854
10506,10506C00020225,CM91,10506CM002221,2016,6,18,8,0,臺南市,東區,,,林森路,二,192,24,,,,,,,,,,,,,,,,0,1,0,8,1,5,40,3,1,1,5,4,5,7,4,4,10,5,4,1,17,40,C000,CM00,1,2,120.22536,22.98856
10506,,CN91,10506CN002186,2016,6,15,12,15,臺南市,中西區,,,大同路,,,,,,,,,東門圓環,,,,,,,,,,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,25,C000,CN00,1,2,120.20916,22.9886
10506,10506C00020428,CM91,10506CM001255,2016,6,4,12,35,臺南市,東區,,,裕農路,,,,635,,,,,,,,,,,,,,,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,5,1,16,6,C000,CM00,1,2,120.23592,22.98862
10506,10506C00020166,CM91,10506CM002341,2016,6,14,15,10,臺南市,東區,,,裕農路,,,,597-1,,,,,,,,,,,,,,,0,1,0,8,1,5,50,3,7,1,5,4,5,7,4,4,9,4,4,1,17,6,C000,CM00,1,2,120.23447,22.98862
10506,,CP91,10506CP001687,2016,6,20,8,30,臺南市,安平區,,,郡平路,,,,,,永華八街,,,,,,,,,,,,,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,17,C000,CP00,1,2,120.17181,22.98863
10506,,CM91,10506CM003537,2016,6,18,11,0,臺南市,東區,,,裕農路,,661,,,,裕農路,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,C000,CM00,1,2,120.23645,22.98865
10506,,CZ91,10506CZ001574,2016,6,1,15,10,臺南市,歸仁區,,,南丁路,,625,,,,,,,,,,,,,,,,,0,2,0,8,1,3,70,14,12,1,5,4,5,7,1,1,3,4,4,1,12,23,C000,CZ00,1,2,120.27694,22.98867
10506,10506C00020582,CZ91,10506CZ000858,2016,6,11,18,16,臺南市,歸仁區,七甲里,,南潭三街,,162,,,,,,,,,,,,,,,,,0,1,0,6,3,5,40,4,1,1,4,4,5,7,4,4,10,5,5,2,16,6,C000,CZ00,1,2,120.28291,22.98876
10506,,CN91,10506CN001685,2016,6,20,8,12,臺南市,中西區,,,忠義路,一,125,,,,忠義路,一,,,,,,,,,,,,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,17,C000,CN00,1,2,120.20198,22.98876
10506,,CN91,10506CN003119,2016,6,15,14,55,臺南市,中西區,,,府前路,一,,,155,,,,,,,,,,,,,,,0,3,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,16,26,C000,CN00,1,2,120.20622,22.98879
10506,,CN91,10506CN003241,2016,6,11,19,5,臺南市,中西區,,,府前路,一,,,123,,,,,,,,,,,,,,,0,1,0,6,3,5,50,14,8,1,4,4,5,7,4,4,5,4,4,2,17,23,C000,CN00,1,2,120.20615,22.98887
10506,,CN91,10506CN002607,2016,6,27,11,0,臺南市,中西區,,,府前路,一,,,137,,,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,17,23,C000,CN00,1,2,120.20803,22.98898
10506,,CN91,10506CN002099,2016,6,3,1,26,臺南市,中西區,,,府前路,一,122,,,,,,,,,,,,,,,,,0,1,0,6,3,5,50,3,1,1,4,4,5,6,4,4,10,5,5,2,16,23,C000,CN00,1,2,120.20797,22.989
10506,,CN91,10506CN000979,2016,6,9,23,50,臺南市,中西區,,,南門路,,,,,,府前路,,,,,,,,,,,,,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,43,C000,CN00,1,2,120.20454,22.98909
10506,10506C00020208,CM91,10506CM001656,2016,6,14,8,50,臺南市,東區,,,裕豐街,,,,256,,,,,,,,,,,,,,,0,2,0,8,1,5,50,4,1,1,4,4,5,7,4,4,9,4,5,2,16,6,C000,CM00,1,2,120.22762,22.98915
10506,,CM91,10506CM001156,2016,6,14,1,35,臺南市,東區,,,東寧路,,,,,,東光路,一,,,,,,,,,,,,0,1,0,6,3,5,50,4,1,1,4,4,5,7,3,1,10,5,5,2,16,6,C000,CM00,1,2,120.23079,22.98918
10506,,CP91,10506CP003282,2016,6,28,18,20,臺南市,安平區,,,郡平路,,,,188,,,,,,,,,,,,,,,0,0,0,8,1,5,50,,,1,5,4,5,7,4,4,10,5,5,2,13,,C000,CP00,1,2,120.16741,22.98924
10506,,CN91,10506CN001285,2016,6,16,11,30,臺南市,中西區,,,北門路,一,,,1,,,,,,,,,,,,,,,0,1,0,8,1,5,50,15,12,1,5,4,5,7,1,1,1,4,1,1,13,16,C000,CN00,1,2,120.21106,22.98927
10506,,CP91,10506CP002746,2016,6,21,17,30,臺南市,安平區,,,永華路,二,,,,,永華二街,,,,,,,,,,,,,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,8,C000,CP00,1,2,120.18454,22.98933
10506,,CN91,10506CN002427,2016,6,2,11,54,臺南市,中西區,,,南華街,,,,,,武英街,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,C000,CN00,1,2,120.19122,22.98936
10506,,CP91,10506CP001795,2016,6,21,14,0,臺南市,安平區,,,永華路,二,,,,,永華二街,,,,,,,,,,,,,0,1,0,8,1,5,50,3,7,1,5,4,5,7,1,1,1,4,4,1,13,16,C000,CP00,1,2,120.18454,22.98936
10506,,CN91,10506CN001440,2016,6,15,12,32,臺南市,中西區,,,南門路,,,,75,,,,,,,,,,,,,,,0,3,0,8,1,5,50,14,12,1,5,4,5,7,4,4,5,4,4,1,12,1,C000,CN00,1,2,120.20271,22.98943
10506,,CM91,10506CM003366,2016,6,5,19,25,臺南市,東區,,,裕農路,,,,847,,,,,,,,,,,,,,,0,1,0,6,3,5,50,14,12,1,4,4,5,7,4,4,10,5,4,1,16,6,C000,CM00,1,2,120.2421,22.98961
10506,10506C00020122,CN91,10506CN000376,2016,6,3,18,20,臺南市,中西區,,,大勇街,,,,,,郡西路,,,,,,,,,,,,,0,2,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,C000,CN00,1,2,120.19437,22.98967
10506,,CN91,10506CN002863,2016,6,23,8,30,臺南市,中西區,,,大勇街,,,,,,郡西路,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,19,C000,CN00,1,2,120.19218,22.98967
10506,,CZ91,10506CZ002652,2016,6,27,8,56,臺南市,仁德區,太子里,,中正路,三,,,647-1,,,,,,,,,,,,,,,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,3,5,5,1,17,19,C000,CZ00,1,2,120.25641,22.98967
10506,,CN91,10506CN000553,2016,6,8,11,40,臺南市,中西區,,,郡西路,,,,,,大勇街,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,C000,CN00,1,2,120.19437,22.98968
10506,,CP91,10506CP002529,2016,6,27,18,37,臺南市,安平區,,,永華路,二,,,,,建平路,,,,,,,,,,,,,0,1,0,8,2,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,18,43,C000,CP00,1,2,120.18252,22.98968
10506,,CP91,10506CP001049,2016,6,14,8,45,臺南市,安平區,,,永華路,二,,,,,永華三街,,,,,,,,,,,,,0,1,0,6,1,5,50,3,1,1,4,4,5,7,3,1,10,5,5,2,12,23,C000,CP00,1,2,120.1813,22.98977
10506,,CN91,10506CN001444,2016,6,16,18,0,臺南市,中西區,,,民權路,一,,,,,萬昌街,,,,,,,,,,,,,0,2,0,8,1,5,50,14,7,1,5,4,5,7,1,1,5,5,4,1,3,51,C000,CN00,1,2,120.21014,22.98984
10506,10506C00020444,CM91,10506CM000692,2016,6,10,2,25,臺南市,東區,,,東寧路,,,,,,東興路,,,,,,,,,,,,,0,1,0,6,3,5,50,3,2,1,4,4,5,7,3,1,10,5,5,1,16,6,C000,CM00,1,2,120.22839,22.98988
10506,10506C00020226,CM91,10506CM002438,2016,6,18,13,15,臺南市,東區,,,中華東路,一,,,366,,,,,旁停車場入口,,,,,,,,,,0,1,0,8,1,5,50,15,13,1,5,4,5,7,4,4,1,4,4,1,16,6,C000,CM00,1,2,120.23413,22.98992
10506,,CP91,10506CP000834,2016,6,5,18,30,臺南市,安平區,,,健康三街,,,,572,,,,,對向馬路,,,,,,,,,,0,1,0,6,3,5,50,14,9,1,4,4,5,7,4,4,9,5,5,1,13,16,C000,CP00,1,2,120.17004,22.98994
10506,,CP91,10506CP001451,2016,6,17,18,10,臺南市,安平區,,,永華九街,,,,,,建平七街,,,口,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,C000,CP00,1,2,120.17004,22.98994
10506,,CN91,10506CN002204,2016,6,25,0,50,臺南市,中西區,,,府前路,一,,,,,永福路,一,,,,,,,,,,,,0,1,0,8,3,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,C000,CN00,1,2,120.20034,22.98995
10506,,CN91,10506CN003213,2016,6,28,12,55,臺南市,中西區,,,府前路,,,,,,永福路,,,,,,,,,,,,,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,C000,CN00,1,2,120.19813,22.98997
10506,,CN91,10506CN001293,2016,6,16,8,30,臺南市,中西區,,,府前路,,,,,,永福路,,,,,,,,,,,,,0,2,0,6,1,5,50,4,1,1,4,4,5,7,1,1,10,5,5,2,16,25,C000,CN00,1,2,120.19815,22.98998
10506,,CN91,10506CN002920,2016,6,24,9,35,臺南市,中西區,,,國華街,,,,,,友愛街,,,,,,,,,,,,,0,2,0,8,1,5,50,4,1,4,5,4,5,7,1,1,10,5,5,2,15,25,C000,CN00,1,2,120.19663,22.98999
10506,,CN91,10506CN003052,2016,6,25,19,12,臺南市,中西區,,,府前路,一,,,266,,,,,,,,,,,,,,,0,1,0,8,3,5,50,14,7,1,5,4,5,7,4,4,9,4,5,1,13,26,C000,CN00,1,2,120.2002,22.98999
10506,10506C00020433,CM91,10506CM000888,2016,6,5,17,56,臺南市,東區,,,中華東路,一,217,,,,,,,,,,,,,,,,,0,3,0,6,3,5,50,3,1,1,4,4,5,7,1,1,10,5,5,2,16,7,C000,CM00,1,2,120.23375,22.99
10506,,CN91,10506CN003329,2016,6,30,14,20,臺南市,中西區,,,民權路,一,,,75,,,,,,,,,,,,,,,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,8,4,4,1,12,7,C000,CN00,1,2,120.20973,22.99011
10506,10506C00020114,CN91,10506CN000354,2016,6,3,9,50,臺南市,中西區,,,民權路,一,,,76,,,,,,,,,,,,,,,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,4,1,18,23,C000,CN00,1,2,120.20778,22.99013
10506,,CN91,10506CN001109,2016,6,5,13,5,臺南市,中西區,,,府前路,一,359,,,,,,,口,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,13,16,C000,CN00,1,2,120.19921,22.99015
10506,,CN91,10506CN000717,2016,6,9,15,37,臺南市,中西區,,,西門路,,,,,,府前路,,,,,,,,,,,,,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,18,23,C000,CN00,1,2,120.19801,22.99016
10506,,CN91,10506CN001201,2016,6,14,13,50,臺南市,中西區,,,府前路,一,,,298,,,,,,,,,,,,,,,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,5,1,12,17,C000,CN00,1,2,120.19911,22.99016
10506,,CM91,10506CM003502,2016,6,27,17,45,臺南市,東區,,,青年路,,232,,32,,,,,,,,,,,,,,,0,2,0,8,1,5,40,14,9,1,5,4,5,7,4,4,10,5,5,2,16,10,C000,CM00,1,2,120.2122,22.99029
10506,,CN91,10506CN000850,2016,6,10,19,5,臺南市,中西區,,,西門路,,,,,,府前路,,,,,,,,,,,,,0,1,0,8,3,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,16,6,C000,CN00,1,2,120.19796,22.9903
10506,10506C00020109,CN91,10506CN000075,2016,6,2,12,10,臺南市,中西區,,,西門路,,,,,,府前路,,東,,,,,,,,,,,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,C000,CN00,1,2,120.19815,22.99033
10506,,CN91,10506CN002084,2016,6,23,21,40,臺南市,中西區,,,西門路,,,,,,府前路,,,,,,,,,,,,,0,2,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,C000,CN00,1,2,120.19623,22.99047
10506,,CP91,10506CP001263,2016,6,13,11,0,臺南市,安平區,,,永華三街,,,,,,建平八街,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,16,6,C000,CP00,1,2,120.18142,22.99052
10506,10506C00020431,CM91,10506CM000887,2016,6,5,15,40,臺南市,東區,,,裕農路,,,,,,裕義路,,,,,,,,,,,,,0,2,0,8,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,16,6,C000,CM00,1,2,120.24761,22.9906
10506,,CP91,10506CP000756,2016,6,3,17,30,臺南市,安平區,,,永華路,二,,,,,華平路,,,,,,,,,,,,,0,1,0,8,1,5,40,4,1,1,5,4,5,7,1,1,10,5,5,2,16,8,C000,CP00,1,2,120.17275,22.9906
10506,10506C00020140,CP91,10506CP000654,2016,6,9,17,0,臺南市,安平區,,,永華路,,,,,,華平路,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,C000,CP00,1,2,120.17492,22.99062
10506,10506C00020419,CK91,10506CK002636,2016,6,1,8,13,臺南市,永康區,,,,,,,,,,,,太子路與北上高速公路便道口,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,1,C000,CK00,1,2,120.24849,22.99074
10506,,CN91,10506CN002200,2016,6,24,20,40,臺南市,中西區,,,府前路,二,,,37,,,,,,,,,,,,,,,0,2,0,8,3,5,50,14,7,1,5,4,5,7,1,1,5,4,5,2,16,26,C000,CN00,1,2,120.19661,22.99075
10506,10506C00020110,CP91,10506CP000074,2016,6,2,16,12,臺南市,安平區,,,永華路,二,,,,,健康二街,,,,,,,,,,,,,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,1,3,4,1,16,25,C000,CP00,1,2,120.17375,22.99081
10506,,CN91,10506CN002070,2016,6,22,14,51,臺南市,中西區,,,府前路,二,,,47,,,,,,,,,,,,,,,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,5,1,16,26,C000,CN00,1,2,120.19635,22.99082
10506,,CN91,10506CN001088,2016,6,14,8,55,臺南市,中西區,,,南門路,,,,,,友愛街,,,,,,,,,,,,,0,1,0,7,1,5,50,4,1,1,4,4,5,7,2,1,10,5,5,2,16,6,C000,CN00,1,2,120.20485,22.99082
10506,,CN91,10506CN003486,2016,6,29,10,12,臺南市,中西區,,,民權路,,,,,,城隍街,,,,,,,,,,,,,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,C000,CN00,1,2,120.20881,22.99082
10506,,CM91,10506CM003439,2016,6,18,17,20,臺南市,東區,,,東寧路,,,,224,,,,,,,,,,,,,,,0,2,0,8,1,5,50,3,2,1,5,4,5,7,4,4,10,5,5,2,16,6,C000,CM00,1,2,120.22493,22.99093
10506,10506C00020128,CN91,10506CN000198,2016,6,3,23,35,臺南市,中西區,,,海安路,,,,,,府前路,,,,,,,,,,,,,0,2,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,42,C000,CN00,1,2,120.19539,22.99093
10506,,CN91,10506CN001358,2016,6,8,0,15,臺南市,中西區,,,南門路,,,,,,友愛街,,,,,,,,,,,,,0,2,0,7,3,5,50,4,1,1,4,4,5,7,3,1,10,5,5,2,13,16,C000,CN00,1,2,120.20481,22.99097
10506,,CP91,10506CP000904,2016,6,12,14,58,臺南市,安平區,,,中華西路,,,,,,南島路,,,,,,,,,,,,,0,1,0,6,1,5,50,3,1,1,4,4,5,7,1,1,10,5,5,2,18,42,C000,CP00,1,2,120.18695,22.99098
10506,10506C00020130,CP91,10506CP000185,2016,6,4,2,14,臺南市,安平區,,,永華路,二,,,676,,,,,,,,,,,,,,,0,1,0,8,3,5,50,14,12,1,5,4,5,7,4,4,1,4,4,1,13,23,C000,CP00,1,2,120.17308,22.99099
10506,,CP91,10506CP002722,2016,6,29,11,20,臺南市,安平區,,,永華三街,,,,,,建平九街,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,10,C000,CP00,1,2,120.18152,22.99101
10506,10506C00020330,CM91,10506CM000400,2016,6,3,8,50,臺南市,東區,,,東寧路,,,,,,林森路,,,,,,,,,,,,,0,2,0,8,1,5,50,4,2,1,5,4,5,7,1,1,5,4,4,1,16,25,C000,CM00,1,2,120.22442,22.99106
10506,,CM91,10506CM002415,2016,6,26,13,35,臺南市,東區,,,東安路,,,,9,,,,,,,,,,,,,,,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,16,10,C000,CM00,1,2,120.22602,22.99112
10506,10506C00020467,CM91,10506CM002579,2016,6,22,18,9,臺南市,東區,,,東寧路,,,,182,,,,,,,,,,,,,,,0,2,0,8,2,5,50,4,4,1,5,4,5,7,1,1,5,4,4,1,13,16,C000,CM00,1,2,120.22426,22.99113
10506,,CN91,10506CN001658,2016,6,19,12,40,臺南市,中西區,,,南華街,,,,,,保安路,,,,,,,,,,,,,0,2,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,C000,CN00,1,2,120.19169,22.99126
10506,,CP91,10506CP003316,2016,6,20,17,40,臺南市,安平區,,,永華路,二,,,742,,,,,,,,,,,,,,,0,1,0,8,1,5,50,14,12,1,5,4,5,7,4,4,1,4,4,1,12,6,C000,CP00,1,2,120.16951,22.99128
10506,10506C00020252,CZP1,10506CZ000165,2016,6,3,16,55,臺南市,仁德區,太子里,,,,,,,,,,,太子三街與太子路口,,,,,,,,,,0,1,0,8,1,5,20,3,8,1,5,4,5,7,4,4,5,4,4,1,13,23,C000,CZ00,1,2,120.25684,22.99131
10506,,CN91,10506CN001121,2016,6,12,9,53,臺南市,中西區,,,府前路,二,,,151,,,,,,,,,,,,,,,0,1,0,6,1,5,50,14,7,1,4,4,5,7,4,4,8,4,5,1,18,23,C000,CN00,1,2,120.19374,22.99132
10506,,CP91,10506CP002015,2016,6,20,23,10,臺南市,安平區,,,府前四街,,,,,,府前三街,,,25巷口,,,,,,,,,,0,1,0,8,3,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,12,6,C000,CP00,1,2,120.18143,22.99135
10506,,CN91,10506CN000552,2016,6,7,17,30,臺南市,中西區,,,尊王路,,,,,,國華街,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,18,23,C000,CN00,1,2,120.19702,22.99142
10506,,CM91,10506CM001957,2016,6,17,20,40,臺南市,東區,,,青年路,,,,,,前鋒路,,,,,,,,,,,,,0,2,0,8,1,5,50,4,2,1,5,4,5,7,1,1,5,4,4,1,16,8,C000,CM00,1,2,120.21286,22.99145
10506,,CM91,10506CM003350,2016,6,25,13,0,臺南市,東區,,,青年路,,,,,,前鋒路,,,,,,,,,,,,,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,5,4,4,1,16,8,C000,CM00,1,2,120.21282,22.99146
10506,,CN91,10506CN002132,2016,6,11,16,8,臺南市,中西區,,,國華街,,,,,,尊王路,,,,,,,,,,,,,0,1,0,7,1,5,50,4,1,1,4,4,5,7,2,1,10,5,5,2,2,6,C000,CN00,1,2,120.19702,22.99147
10506,,CP91,10506CP001191,2016,6,12,23,40,臺南市,安平區,,,平豐路,,,,,,永華路,二,,,,,,,,,,,,0,4,0,8,3,5,50,4,1,1,4,4,5,7,1,1,10,5,5,2,16,23,C000,CP00,1,2,120.16388,22.99147
10506,,CN91,10506CN000610,2016,6,6,22,55,臺南市,中西區,,,北門路,,,,,,青年路,,,,,,,,,,,,,0,2,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,26,C000,CN00,1,2,120.2121,22.99154
10506,10506C00020585,CN91,10506CN002853,2016,6,12,16,20,臺南市,中西區,,,青年路,,,,,,北門路,,,,,,,,,,,,,0,1,0,6,1,5,50,4,1,1,4,4,5,7,1,1,10,5,5,2,12,6,C000,CN00,1,2,120.21143,22.99157
10506,,CN91,10506CN002991,2016,6,20,0,40,臺南市,中西區,,,金華路,三,,,,,府前路,二,,,,,,,,,,,,0,1,0,8,3,5,50,4,1,1,5,4,5,6,2,1,10,5,5,2,15,25,C000,CN00,1,2,120.19281,22.99162
10506,,CM91,10506CM002946,2016,6,25,12,26,臺南市,東區,,,東寧路,,89,,,,,,,,,,,,,,,,,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,4,4,4,1,13,16,C000,CM00,1,2,120.22278,22.99162
10506,10506C00020002,CN91,10506CN000028,2016,6,1,17,0,臺南市,中西區,,,青年路,,,,191,,,,,,,,,,,,,,,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,4,4,4,1,16,19,C000,CN00,1,2,120.21072,22.99165
10506,,CN91,10506CN001723,2016,6,20,8,50,臺南市,中西區,,,府前路,二,,,213,,,,,,,,,,,,,,,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,4,4,5,1,12,40,C000,CN00,1,2,120.19192,22.99169
10506,,CN91,10506CN003330,2016,6,25,20,25,臺南市,中西區,,,海安路,,,,,,尊王路,,,,,,,,,,,,,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,23,C000,CN00,1,2,120.19355,22.9917
10506,,CN91,10506CN003490,2016,6,29,17,25,臺南市,中西區,,,海安路,,,,,,尊王路,,,,,,,,,,,,,0,1,0,8,1,5,40,4,1,1,5,4,5,7,1,1,10,5,5,2,12,17,C000,CN00,1,2,120.1934,22.99173
10506,,CN91,10506CN000797,2016,6,8,21,11,臺南市,中西區,,,海安路,,,,,,尊王路,,,,,,,,,,,,,0,1,0,8,3,5,40,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,C000,CN00,1,2,120.19556,22.99173
10506,10506C00020134,CP91,10506CP000276,2016,6,4,18,10,臺南市,安平區,,,永華路,,,,,,永華十一街,,,,,,,,,,,,,0,1,0,8,2,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,C000,CP00,1,2,120.16199,22.99174
10506,,CN91,10506CN001434,2016,6,16,17,30,臺南市,中西區,,,府前路,二,,,,,環河街,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,C000,CN00,1,2,120.1917,22.99175
10506,,CN91,10506CN001725,2016,6,20,13,45,臺南市,中西區,,,西門路,,,,,,友愛街,,北,,,,,,,,,,,0,2,0,8,1,5,50,4,2,1,5,4,5,7,2,1,3,4,4,1,13,23,C000,CN00,1,2,120.19833,22.99179
10506,,CZ91,10506CZ001808,2016,6,21,10,17,臺南市,仁德區,太子里,,太子路,,31,,,,,,,,,,,,,,,,,0,2,0,8,1,6,40,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,C000,CZ00,1,2,120.27226,22.9918
10506,,CN91,10506CN000491,2016,6,7,10,20,臺南市,中西區,,,青年路,,,,154,,,,,,,,,,,,,,,0,1,0,8,1,5,50,3,2,1,5,4,5,7,4,4,4,4,4,1,17,23,C000,CN00,1,2,120.20967,22.99181
