年,月,日,時,分,縣市,區,村里,鄰,街道,段,巷,弄,號,公尺處,街道,段,側,附近,道路,公里,公尺處,向,車道,平交道,公里,公尺處,附近,GPS座標X,GPS座標
2016,7,25,10,30,臺南市,永康區,網寮里,,永大二路,,,,,,永吉路,,,,,,,,,,,,,120.25836,23.01807
2016,7,20,17,25,臺南市,永康區,,,公園路,,93,12,,,,,,與國光八街60巷口,,,,,,,,,,120.26108,23.0126
2016,7,21,21,50,臺南市,永康區,安康里,,中華西街,,104,,,,中華西街,,,,,,,,,,,,,120.22662,23.01455
2016,7,25,17,30,臺南市,永康區,西勢里,,富強路,一,194,,,,富強路,一,,,,,,,,,,,,120.27408,23.01717
2016,7,25,6,25,臺南市,永康區,永康里,,永大路,三,,,,,埔聖街,,,,,,,,,,,,,120.26036,23.0287
2016,7,26,15,50,臺南市,永康區,王行里,,中山北路,,,,701,,,,,,,,,,,,,,,120.27544,23.0308
2016,7,31,10,40,臺南市,永康區,安康里,,中山南路,,,,100,,,,,,,,,,,,,,,120.2291,23.01294
2016,7,31,14,15,臺南市,永康區,北灣里,,大同街,,,,213,,,,,,,,,,,,,,,120.26618,23.01159
2016,7,16,18,25,臺南市,永康區,,,東橋一路,,,,18,,,,,,,,,,,,,,,120.23536,23.01667
2016,7,16,12,32,臺南市,永康區,,,中正北路,,,,61,,,,,,,,,,,,,,,120.23936,23.04163
2016,7,21,7,10,臺南市,永康區,,,中山南路,,,,,,正強街,,,,,,,,,,,,,120.25265,23.02371
2016,7,28,18,10,臺南市,永康區,,,忠孝路,,,,,,,,,體育公園前,,,,,,,,,,120.24228,23.01204
2016,7,21,18,10,臺南市,永康區,,,永大路,三,,,,,龍埔街,,,,,,,,,,,,,120.2595,23.03464
2016,7,22,17,35,臺南市,永康區,,,中正路,,,,173,,,,,,,,,,,,,,,120.25087,23.03101
2016,7,23,13,51,臺南市,永康區,,,永忠路,,,,82,,,,,,,,,,,,,,,120.26037,23.01917
2016,7,27,6,56,臺南市,永康區,,,永大路,二,,,,,公園路,,,,,,,,,,,,,120.26376,23.01404
2016,7,27,8,5,臺南市,永康區,,,中正二街,,,,,,,,,與中正二街336巷口,,,,,,,,,,120.23622,23.03102
2016,7,28,15,10,臺南市,永康區,,,國光二街,,70,,,,,,,與崑山街123巷口,,,,,,,,,,120.25762,23.00324
2016,7,14,10,45,臺南市,永康區,六合里,,六合路,,71,,,,,,,,,,,,,,,,,120.23098,23.01094
2016,7,6,10,0,臺南市,永康區,南灣里,,,,,,,,,,,大灣路537巷與南興路112巷口,,,,,,,,,,120.26328,23.0003
2016,7,19,10,38,臺南市,永康區,,,永大路,二,,,,,,,,與大灣三街口,,,,,,,,,,120.26181,23.0069
2016,7,21,14,11,臺南市,永康區,,,大灣路,,537,,,,南興路,,,112巷,,,,,,,,,,120.00031,23.26327
2016,7,22,18,45,臺南市,永康區,,,大灣路,,,,,,,,,與崑山街口,,,,,,,,,,120257992,23.00003
2016,7,1,11,46,臺南市,東區,,,裕義路,,,,,,裕文路,,,,,,,,,,,,,120.24791,22.98231
2016,7,1,9,31,臺南市,東區,,,東門路,二,,,,,富德街,,,,,,,,,,,,,120.22299,22.98534
2016,7,1,18,10,臺南市,東區,,,東寧路,,15,,,,東寧路,,,,,,,,,,,,,120.21994,22.9922
2016,7,2,22,30,臺南市,東區,,,仁和路,,,,,,仁東街,,,,,,,,,,,,,120.23423,22.96958
2016,7,4,10,26,臺南市,東區,,,東門路,二,365,,,,東門路,二,,,,,,,,,,,,120.22771,22.98232
2016,7,1,19,5,臺南市,東區,,,大同路,二,,,757,,,,,,,,,,,,,,,120.21639,22.96601
2016,7,5,8,20,臺南市,東區,,,東門路,二,351,,,,,,,,,,,,,,,,,120.22785,22.98246
2016,7,4,10,20,臺南市,東區,,,裕忠路,,,,,,裕敬路,,,,,,,,,,,,,120.24181,22.97986
2016,7,4,17,2,臺南市,東區,,,裕信路,,,,,,裕誠路,,,,,,,,,,,,,120.2451,22.98956
2016,7,6,7,20,臺南市,東區,,,中華東路,二,243,,,,中華東路,二,,,,,,,,,,,,120.22938,22.98103
2016,7,7,8,20,臺南市,東區,,,裕農路,,,,,,裕義路,,,,,,,,,,,,,120.24731,22.99052
2016,7,7,10,37,臺南市,東區,,,東門路,一,281,,,,,,,,,,,,,,,,,120.21851,22.98742
2016,7,7,14,18,臺南市,東區,,,大同路,一,,,,,樹林街,,,,,,,,,,,,,120.21125,22.98641
2016,7,5,11,38,臺南市,東區,,,北門路,,,,,,,,,火車站前,,,,,,,,,,120.2122,22.99748
2016,7,6,12,12,臺南市,東區,,,崇學路,,,,139-1,,,,,,,,,,,,,,,120.22652,22.97926
2016,7,6,15,50,臺南市,東區,,,裕農路,,979,,,,裕永一街,,,,,,,,,,,,,120.24685,22.99091
2016,7,7,11,9,臺南市,東區,,,仁和路,,,,,,,,,,,,,,,,,,,120.2303,22.97679
2016,7,7,17,40,臺南市,東區,,,東門路,二,301,,,,裕農路,,,288巷70弄,,,,,,,,,,120.22902,22.98406
2016,7,4,14,55,臺南市,東區,,,東光路,一,5,,1948-01-01T00:00:00,,,,,,,,,,,,,,,120.22948,22.99017
2016,7,7,13,23,臺南市,東區,,,林森路,一,,,24,,,,,,,,,,,,,,,120.21287,22.98096
2016,7,7,17,30,臺南市,東區,,,東安路,,12,,,,怡東路,,,,,,,,,,,,,120.22749,22.99064
2016,7,7,15,20,臺南市,東區,,,裕農路,,661,25,,,,,,,,,,,,,,,,120.23786,22.99032
2016,7,7,19,40,臺南市,東區,,,大同路,二,,,,,大林路,,,,,,,,,,,,,120.21393,22.97627
2016,7,4,18,12,臺南市,東區,,,裕農路,,668,,32,,,,,,,,,,,,,,,120.23606,22.98734
2016,7,13,7,55,臺南市,東區,,,裕永一街,,,,,,,,,與裕農六街,,,,,,,,,,120.24494,22.99067
2016,7,7,14,20,臺南市,東區,,,北門路,二,,,,,,,,與公園南路口,,,,,,,,,,120.21255,23.00004
2016,7,5,10,0,臺南市,東區,,,裕信路,,,,,,裕興街,,,,,,,,,,,,,120.24513,22.98337
2016,7,5,17,16,臺南市,東區,,,長東街,,,,,,,,,與德東街口,,,,,,,,,,120.22983,22.96167
2016,7,1,10,10,臺南市,東區,,,林森路,二,,,194,,,,,,,,,,,,,,,120.2246,22.98955
2016,7,1,13,0,臺南市,東區,,,東門路,二,,,,,,,,德光路口,,,,,,,,,,120.22514,22.98396
2016,7,9,15,5,臺南市,東區,,,東門路,三,,,143,,,,,,,,,,,,,,,120.23364,22.97816
2016,7,9,17,40,臺南市,東區,,,崇善十六街,,,,,,,,,台電路燈號碼東區7271號前,,,,,,,,,,120.23501,22.96345
2016,7,9,8,55,臺南市,東區,,,仁和路,,111,,,,仁和路,,,139巷51弄口,,,,,,,,,,120.23664,22.9712
2016,7,2,9,0,臺南市,東區,,,中華東路,三,107,,,,崇善二街,,,,,,,,,,,,,120.22813,22.97746
2016,7,6,10,45,臺南市,東區,,,林森路,二,,,,,,,,,,,,,,,,,,120.22347,22.98816
2016,7,10,6,0,臺南市,東區,,,文化六街,,,,22,,,,,,,,,,,,,,,120.23254,22.97484
2016,7,2,11,50,臺南市,東區,,,勝利路,,,,,,,,,南一中前,,,,,,,,,,120.21791,22.99266
2016,7,11,9,10,臺南市,東區,,,中華東路,二,,,,,東門路,,,,,,,,,,,,,120.22931,22.98119
2016,7,11,12,35,臺南市,東區,,,中華東路,三,,,,,崇善路,,,,,,,,,,,,,120.22667,22.97993
2016,7,11,17,25,臺南市,東區,,,東寧路,,,,2016-03-30T00:00:00,,,,,,,,,,,,,,,120.21993,22.99215
2016,7,11,18,50,臺南市,東區,,,中華東路,一,,,195,,,,,,,,,,,,,,,120.23384,22.99044
2016,7,5,10,10,臺南市,東區,,,勝利路,,,,118,,,,,,,,,,,,,,,120.21906,22.99579
2016,7,5,17,59,臺南市,東區,,,崇明路,,,,,,,,,174號停車格,,,,,,,,,,120.22485,22.96966
2016,7,5,13,50,臺南市,東區,,,北門路,二,,,,,小東路,,,,,,,,,,,,,120.21312,23.00162
2016,7,5,8,42,臺南市,東區,,,大同路,二,,,,,國民路,,,,,,,,,,,,,120.21593,22.96749
2016,7,2,12,20,臺南市,東區,,,裕文一街,,,,,,裕信二街,,,,,,,,,,,,,120.24637,22.98439
2016,7,12,17,38,臺南市,東區,,,裕文路,,,,,,裕信路,,,,,,,,,,,,,120.24512,22.98226
2016,7,12,23,20,臺南市,東區,,,裕孝路,,,,,,裕敬路,,,,,,,,,,,,,120.24347,22.97984
2016,7,14,7,38,臺南市,東區,,,裕豐街,,,,136,,,,,,,,,,,,,,,120.22707,22.98667
2016,7,5,16,21,臺南市,東區,,,仁和路,,139,51,21,,,,,,,,,,,,,,,120.23665,22.97053
2016,7,14,12,20,臺南市,東區,,,崇德十二街,,76,,,,崇德十四街,,,,,,,,,,,,,120.22981,22.97075
2016,7,14,21,0,臺南市,東區,,,府連路,,,,,,,,,府連地下道內(往東),,,,,,,,,,120.214,22.98538
2016,7,14,19,50,臺南市,東區,,,文化一街,,,,,,文化六街,,,,,,,,,,,,,120.23265,22.97486
2016,7,1,7,40,臺南市,東區,,,小東路,,,,94,,,,,,,,,,,,,,,120.225.75,23.00032
2016,7,2,11,40,臺南市,東區,,,大學路,,,,24,,,,,,,,,,,,,,,120.22112,22.99602
2016,7,15,11,50,臺南市,東區,,,大學路西段,,,,,,,,,光復校區前,,,,,,,,,,120.21662,22.9965
2016,7,24,12,5,臺南市,東區,,,東寧路,,,,,,林森路,二,,,,,,,,,,,,120.22421,22.9909
2016,7,14,15,25,臺南市,東區,,,崇善路,,,,,,崇善一街,,,,,,,,,,,,,120.22612,22.9784
2016,7,14,16,35,臺南市,東區,,,崇善路,,,,1095,,,,,,,,,,,,,,,120.23472,22.96408
2016,7,15,20,27,臺南市,東區,,,東寧路西段,,,,,,勝利路,,,,,,,,,,,,,120.21788,22.99238
2016,7,17,3,20,臺南市,東區,,,裕農路,,,,,,,,東,後甲園環,,,,,,,,,,120.23389,22.98851
2016,7,1,15,0,臺南市,東區,,,裕孝路,,,,,,裕誠路,,,,,,,,,,,,,120.24324,22.98922
2016,7,17,11,40,臺南市,東區,,,勝利路,,,,,,,,,臺南一中前,,,,,,,,,,120.21794,22.99311
2016,7,2,11,30,臺南市,東區,,,東光路,,58,,9,,,,,,,,,,,,,,,120.23211,22.9966
2016,7,12,8,30,臺南市,東區,,,林森路,一,,,,,崇仁街,,,,,,,,,,,,,X120.22154,22.98483
2016,7,18,10,0,臺南市,東區,,,富農街,二,108,,,,,,,,,,,,,,,,,120.23584,22.98737
2016,7,18,11,10,臺南市,東區,,,仁和路,,,,1993-06-01T00:00:00,,,,,,,,,,,,,,,120.23285,22.97246
2016,7,18,15,10,臺南市,東區,,,崇德十二街,,,,87,,,,,,,,,,,,,,,120.22972,22.9722
2016,7,18,9,55,臺南市,東區,,,崇善路,,,,,,崇善一街,,,,,,,,,,,,,120.22125,22.98205
2016,7,13,13,15,臺南市,東區,,,大學路西段,,,,,,育樂街,,,,,,,,,,,,,120.21487,22.99671
2016,7,17,17,33,臺南市,東區,,,崇德路,,,,,,崇明二十四街,,,,,,,,,,,,,120.22748,22.96676
2016,7,18,19,50,臺南市,東區,,,中華東路,二,,,101,,,,,,,,,,,,,,,120.23334,22.98615
2016,7,18,8,20,臺南市,東區,,,生產路,,341,,31,,,,,,,,,,,,,,,120.23082,22.9663.9
2016,7,19,21,55,臺南市,東區,,,北門路,一,,,,,北忠街,,,,,,,,,,,,,120.21233,22.99852
2016,7,2,20,45,臺南市,東區,,,仁和路,,,,,,自由路,,,,,,,,,,,,,120.23529,22.96781
2016,7,20,8,15,臺南市,東區,,,小東路,,254,,,,東和路,,,,,,,,,,,,,120.2305,22.99883
2016,7,14,11,0,臺南市,東區,,,崇學路,,135,,,,崇學路,,,,,,,,,,,,,120.22263,22.97914
2016,7,20,8,57,臺南市,東區,,,中華東路,一,,,,,凱旋路,,,,,,,,,,,,,120.23386,22.99277
2016,7,20,13,15,臺南市,東區,,,崇善十二街,,6,,,,崇善十三街,,,,,,,,,,,,,120.23201,22.96845
2016,7,20,15,8,臺南市,東區,,,崇明路,,,,587,,,,,,,,,,,,,,,120.22571,22.97017
2016,7,18,11,20,臺南市,東區,,,東門路,二,,,176,,,,,,,,,,,,,,,120.22254,22.98547
2016,7,21,8,40,臺南市,東區,,,崇明路,,,,698,,,,,,,,,,,,,,,120.22561,22.97139
2016,7,21,8,55,臺南市,東區,,,中華東路,二,243,,27,,,,,,,,,,,,,,,120.23269,22.98266
2016,7,21,16,44,臺南市,東區,,,衛國街,,13,,,,衛國街,,,,,,,,,,,,,120.22202,22.98637
2016,7,21,11,34,臺南市,東區,,,崇善路,,,,,,崇善一街,,,,,,,,,,,,,120.2261,22.9784
2016,7,15,21,0,臺南市,東區,,,崇德一街,,,,16,,,,,,,,,,,,,,,120.2209,22.98168
2016,7,20,23,40,臺南市,東區,,,大同路,一,,,,,東門路,,,,,,,,,,,,,120.22478,22.99847
2016,7,22,20,5,臺南市,東區,,,東寧路,,,,,,東榮街,,,,,,,,,,,,,120.21551,22.99254
2016,7,22,21,40,臺南市,東區,,,林森路,二,192,,26,,,,,,,,,,,,,,,120.22507,22.98948
2016,7,23,10,18,臺南市,東區,,,崇善路,,,,55,,,,,,,,,,,,,,,120.22164,22.982
2016,7,23,12,25,臺南市,東區,,,裕農路,,,,856,,,,,,,,,,,,,,,120.24102,22.98921
2016,7,4,9,21,臺南市,東區,,,崇德八街,,46,,,,崇道路,,,,,,,,,,,,,120.22935,22.97225
2016,7,12,8,0,臺南市,東區,,,東寧路,,,,224,,,,,,,,,,,,,,,120.22494,22.99092
2016,7,25,12,35,臺南市,東區,,,崇明路,,,,385,,,,,,,,,,,,,,,120.22293,22.97451
2016,7,19,16,45,臺南市,東區,,,長榮路,一,,,115,,,,,,,,,,,,,,,120.21726,22.98317
2016,7,18,16,50,臺南市,東區,,,東門路,,,,,,裕豐街,,,,,,,,,,,,,120.22644,22.9834
2016,7,21,8,59,臺南市,東區,,,東門路,二,161,,,,衛國街,,,106巷,,,,,,,,,,120.22348,22.98632
2016,7,13,12,55,臺南市,東區,,,崇明路,,,,,,榮譽街,,,,,,,,,,,,,120.46513,22.84551
2016,7,26,7,35,臺南市,東區,,,中華東路,三,,,,,東門路,二,,,,,,,,,,,,120.22938,22.98103
2016,7,21,6,50,臺南市,東區,,,府連東路,,,,,,,,,府連地下道,,,,,,,,,,120.54817,22.41517
2016,7,26,16,10,臺南市,東區,,,林森路,一,,,,,,,,停車格(編號080號),,,,,,,,,,120.22079,22.98394
2016,7,2,17,0,臺南市,東區,,,東寧路,,201,,,,凱旋路,,,,,,,,,,,,,120.22612,22.99359
2016,7,19,12,15,臺南市,東區,,,中華東路,三,,,337,,,,,,,,,,,,,,,120.22288,22.97411
2016,7,22,16,30,臺南市,東區,,,北門路,一,,,158,,,,,,,,,,,,,,,120.21167,22.99348
2016,7,24,11,20,臺南市,東區,,,中華東路,三,,,514,,,,,,,,,,,,,,,120.21711,22.97315
2016,7,27,12,23,臺南市,東區,,,崇德路,,,,,,崇明二十街,,,,,,,,,,,,,120.2275,22.96922
2016,7,27,11,39,臺南市,東區,,,東興路,,11,,,,,,,,,,,,,,,,,120.22852,22.99032
2016,7,21,7,30,臺南市,東區,,,裕農三街,,,,,,裕英街,,,,,,,,,,,,,120.23961,22.98668
2016,7,19,18,30,臺南市,東區,,,東興路,,41,,,,怡東路,,,,,,,,,,,,,120.22743,22.99041
2016,7,27,17,32,臺南市,東區,,,大學路,,,,,,前鋒路,,,,,,,,,,,,,120.21361,22.99686
2016,7,27,15,55,臺南市,東區,,,東門路,二,,,183,,,,,,,,,,,,,,,120.22392,22.98518
2016,7,27,13,50,臺南市,東區,,,府連東路,,,,,,,,,30號停車格,,,,,,,,,,120.21799,22.98421
2016,7,27,9,13,臺南市,東區,,,崇善路,,,,291,,,,,,,,,,,,,,,120.22734,22.97748
2016,7,19,19,35,臺南市,東區,,,崇明路,,,,,,崇明十街,,,,,,,,,,,,,120.46465,22.54654
2016,7,6,10,45,臺南市,東區,,,立德十路,,46,,,,,,,,,,,,,,,,,120.46543,22.16542
2016,7,28,8,50,臺南市,東區,,,崇德路,,,,,,崇明十五街,,,,,,,,,,,,,120.22731,22.97165
2016,7,28,14,30,臺南市,東區,,,東光路,,,,,,東平路,,,,,,,,,,,,,120.23123,22.99509
2016,7,22,17,50,臺南市,東區,,,裕農路,,661,,26,,,,,,,,,,,,,,,120.23645,22.98925
2016,7,25,18,40,臺南市,東區,,,富農街,一,,,196,,,,,,,,,,,,,,,120.23475,22.98209
2016,7,12,17,20,臺南市,東區,,,勝利路,,,,180,,,,,,,,,,,,,,,120.21813,22.99608
2016,7,25,9,55,臺南市,東區,,,崇學路,,,,,,,,,停車格位編號第47-2號前,,,,,,,,,,120.22441,22.98115
2016,7,22,22,1,臺南市,東區,,,大同路,一,,,,,立德十一路,,,,,,,,,,,,,120.21354,22.97805
2016,7,16,7,45,臺南市,東區,,,生產路,,,,,,,,,生產路618巷,,,,,,,,,,120.23162,22.96576
2016,7,27,10,21,臺南市,東區,,,東門路,一,,,,,,,,東門城圓環,,,,,,,,,,120.21789,22.98716
2016,7,27,16,50,臺南市,東區,,,中華東路,一,,,,,東平路,,,,,,,,,,,,,120.23431,22.99465
2016,7,27,17,46,臺南市,東區,,,崇明路,,308,,,,榮譽街,,,榮譽街127巷口,,,,,,,,,,120.21869,22.97683
2016,7,29,7,25,臺南市,東區,,,裕農三街,,,,,,裕興街,,,,,,,,,,,,,120.23964,22.98349
2016,7,8,8,20,臺南市,東區,,,中華東路,一,,,,,,,,國賓影城,,,,,,,,,,120.23416,22.99578
2016,7,14,22,54,臺南市,東區,,,東門路,二,,,349,,,,,,,,,,,,,,,120.22761,22.9827
2016,7,20,17,15,臺南市,東區,,,東門路,二,,,133,,,,,,,,,,,,,,,120.22217,22.98547
2016,7,20,13,30,臺南市,東區,,,大同路,二,449,,,,,,,,,,,,,,,,,120.21734,22.97298
2016,7,23,22,25,臺南市,東區,,,東寧路,,,,,,東光路,,,,,,,,,,,,,120.23081,22.9892
2016,7,31,17,25,臺南市,東區,,,怡東路,,72,,,,,,,,,,,,,,,,,120.22906,22.9922
2016,7,31,11,13,臺南市,東區,,,崇明路,,,,295,,,,,,,,,,,,,,,120.22206,22.97636
2016,7,21,10,10,臺南市,東區,,,富農街,一,,,236,,,,,,,,,,,,,,,120.23552,22.9829
2016,7,20,17,35,臺南市,東區,,,東寧路,,,,,,長榮路,,,,,,,,,,,,,120.22142,22.99201
2016,7,19,12,10,臺南市,東區,,,崇德二十一街,,,,61,,,,,,,,,,,,,,,120.22944,22.96725
2016,7,18,17,32,臺南市,東區,,,東門路,二,290,,,,,,,,,,,,,,,,,120.22767,22.98391
2016,7,25,10,5,臺南市,東區,,,長東街,,,,,,德東街,,,,,,,,,,,,,120.22983,22.96171
2016,7,31,11,20,臺南市,東區,,,大同路,二,,,,,,,,大同路二段61巷,,,,,,,,,,120.21329,22.97959
2016,7,22,11,0,臺南市,東區,,,,,,,,,,,,後甲圓環,,,,,,,,,,120.23371,22.98891
2016,7,21,12,10,臺南市,東區,,,裕興街,,,,269,,,,,,,,,,,,,,,120.24481,22.98347
2016,7,22,12,5,臺南市,東區,,,富農街,一,,,212,,,,,,,,,,,,,,,120.23486,22.98238
2016,7,28,13,5,臺南市,東區,,,小東路,,,,,,東光路,二,,,,,,,,,,,,120.23168,22.99862
2016,7,11,9,12,臺南市,東區,,,崇善十街,,28,,,,崇善十一街,,,,,,,,,,,,,120.23162,22.97037
2016,7,21,19,45,臺南市,東區,,,長榮路,三,,,,,,,,自強校區門口,,,,,,,,,,120.22185,22.9951
2016,7,24,3,10,臺南市,東區,,,裕平路,,,,,,裕信路,,,,,,,,,,,,,120.24503,22.98502
2016,7,30,19,19,臺南市,東區,,,中華東路,二,41,,,,,,,,,,,,,,,,,120.23351,22.98747
2016,7,31,20,30,臺南市,東區,,,裕農路,,668,,,,裕學路,,,,,,,,,,,,,120.23693,22.98503
2016,7,31,22,37,臺南市,東區,,,凱旋路,,,,,,東安路,,,,,,,,,,,,,120.2266,22.99355
2016,7,27,14,10,臺南市,東區,,,小東路,,,,,,,,,368號停車格位前,,,,,,,,,,120.23677,22.99837
2016,7,22,13,50,臺南市,東區,,,東光路,,,,,,凱旋路,,,,,,,,,,,,,120.23123,22.99293
2016,7,2,11,45,臺南市,東區,,,小東路,,,,336,,,,東,,,,,,,,,,,120.22987,22.99845
2016,7,2,7,25,臺南市,東區,,,中華東路,一,,,,,,,,(後甲圓環北側),,,,,,,,,,120.23179,22.98849
2016,7,27,18,0,臺南市,東區,,,崇善路,,,,638,,,,,,,,,,,,,,,120.23104,22.96903
2016,7,29,2,55,臺南市,東區,,,林森路,一,,,,,崇德路,,,,,,,,,,,,,120.2173,22.98254
2016,7,26,0,6,臺南市,東區,,,林森路,一,,,,,,,,36號停車格,,,,,,,,,,120.22168,22.98497
2016,7,30,16,45,臺南市,東區,,,崇德十五街,,92,,23,,,,,,,,,,,,,,,120.23021,22.96983
2016,7,30,12,52,臺南市,東區,,,中華東路,三,,,,,崇明路,,,,,,,,,,,,,120.22318,22.97427
2016,7,6,11,50,臺南市,東區,,,勝利路,,,,24,,,,,,,,,,,,,,,120.22478,22.99847
2016,7,18,9,1,臺南市,東區,,,東寧路,,,,197,,,,,,,,,,,,,,,120.22544,22.99081
2016,7,28,10,0,臺南市,東區,,,東興路,,,,100,,,,,,,,,,,,,,,120.22939,22.99244
2016,7,27,11,25,臺南市,東區,,,榮譽街,,,,204,,,,,,,,,,,,,,,120.22045,22.97646
2016,7,23,17,15,臺南市,東區,,,崇德四街,,,,,,,,,崇德四街7巷,,,,,,,,,,120225646,22.97727
2016,7,7,7,40,臺南市,東區,,,仁和路,,,,92,,,,,,,,,,,,,,,120.48515,22.84153
2016,7,13,19,0,臺南市,東區,,,東門路,,,,,,,,,崇學路,,,,,,,,,,120.15465,22.86217
2016,7,13,19,35,臺南市,東區,,,光華街,,229,28,,,,,,,,,,,,,,,,120.59466,22.94463
2016,7,16,11,0,臺南市,東區,,,崇善路,,,,119-1,,,,,,,,,,,,,,,120.49694,22.55511
2016,7,5,17,10,臺南市,東區,,,東門路,一,,,148,,,,,,,,,,,,,,,120.21497,22.98779
2016,7,3,8,5,臺南市,東區,,,崇善路,,,,,,生產路,,,,,,,,,,,,,120.23271,22.96652
2016,7,30,10,9,臺南市,東區,,,東門路,二,,,,,裕農路,,,,,,,,,,,,,120.2242,22.98485
2016,7,2,7,50,臺南市,東區,,,中華東路,二,,,257,,,,,對面,,,,,,,,,,120.22929,22.98315
2016,7,2,13,10,臺南市,東區,,,小東路,,,,,,莊敬路,,,,,,,,,,,,,120.2309,22.99861
2016,7,26,19,10,臺南市,東區,,,中華東路,一,,,,,,,,停車格(編號075號),,,,,,,,,,120.2344,22.99526
2016,7,28,10,30,臺南市,東區,,,東門路,二,239,,,,,,,,,,,,,,,,,120.22525,22.98417
2016,7,29,19,16,臺南市,東區,,,崇德路,,,,,,崇德十二街,,,,,,,,,,,,,120.22751,22.97165
2016,7,13,19,15,臺南市,東區,,,東門路,二,161,,,,,,,,,,,,,,,,,120.22304,22.98534
2016,7,12,18,2,臺南市,東區,,,北門路,二,,,,,小東路,,,,,,,,,,,,,120.213,22.00156
2016,7,21,17,20,臺南市,東區,,,中華東路,二,,,298,,,,,,,,,,,,,,,120.22942,22.98151
2016,7,29,6,10,臺南市,東區,,,東門路,一,,,,,長榮路,二,,,,,,,,,,,,120.21875,22.98664
2016,7,30,18,10,臺南市,東區,,,東門路,二,,,261,,,,,,,,,,,,,,,120.22595,22.98411
2016,7,3,15,15,臺南市,東區,,,東光路,一,,,,,東寧路,,,,,,,,,,,,,120.23126,22.98911
2016,7,9,7,25,臺南市,東區,,,自由路,二,,,,,東門路,三,,,,,,,,,,,,120.23801,22.97569
2016,7,10,18,40,臺南市,東區,,,裕農路,,668,75,,,,,,裕農路668巷,,,,,,,,,,120.23733,22.98552
2016,7,10,13,44,臺南市,東區,,,東寧路,,,,,,怡東路,,,,,,,,,,,,,120.22795,22.99021
2016,7,11,21,47,臺南市,東區,,,崇學路,,,,159,,,,,,,,,,,,,,,120.22367,22.97987
2016,7,2,11,30,臺南市,東區,,,崇善路,,205,,,,,,,,,,,,,,,,,120.22763,22.9724
2016,7,3,15,30,臺南市,東區,,,東門路,二,239,,,,,,,,,,,,,,,,,120.22763,22.9724
2016,7,3,11,50,臺南市,東區,,,中華東路,一,,,,,小東路,,,,,,,,,,,,,120.21231,22.97244
2016,7,25,9,30,臺南市,東區,,,北門路,,,,,,,,,火車站,,,,,,,,,,120.21212,22.99712
2016,7,9,18,25,臺南市,東區,,,府連路,,,,,,,,,府連地下道西側約50公尺處,,,,,,,,,,120.21245,22.98517
2016,7,9,12,50,臺南市,東區,,,裕農路,,,,,,裕豐街,,,,,,,,,,,,,120.22456,22.9859
2016,7,12,9,55,臺南市,東區,,,東寧路,,134,,,,,,,,,,,,,,,,,120.21799,22.98593
2016,7,12,15,15,臺南市,東區,,,大同路,二,,,,,立德十一路,,,,,,,,,,,,,120.21356,22.97805
2016,7,15,13,30,臺南市,東區,,,生產路,,,,289,,,,,,,,,,,,,,,120.22706,22.96521
2016,7,28,18,25,臺南市,東區,,,生產路,,550,,,,長東街,,,41巷,,,,,,,,,,120.23087,22.96416
2016,7,19,21,21,臺南市,東區,,,林森路,二,,,,,東和路,,南,林森路面第二根電桿,,,,,,,,,,120.22427,22.9977
2016,7,2,18,40,臺南市,東區,,,林森路,二,,,69,,,,,,,,,,,,,,,120.22253,22.98726
2016,7,6,22,38,臺南市,東區,,,中華東路,一,,,,,,,,(夢時代對面),,,,,,,,,,120.23369,22.98939
2016,7,3,10,5,臺南市,東區,,,仁和路,,,,,,崇善八街,,,,,,,,,,,,,120.22478,22.99847
2016,7,2,7,38,臺南市,東區,,,富農街,二,,,122,,,,,,,,,,,,,,,120.22478,22.99847
2016,7,7,19,45,臺南市,東區,,,東門路,一,,,255,,,,,,,,,,,,,,,120.22478,22.99847
2016,7,17,16,38,臺南市,東區,,,崇善路,,,,,,自由路,,,,,,,,,,,,,120.23272,22.96659
2016,7,26,6,19,臺南市,東區,,,民族路,,,,,,育樂街,,,,,,,,,,,,,120.21471,22.99434
2016,7,13,21,40,臺南市,東區,,,東寧路西段,,,,,,育樂街,,,,,,,,,,,,,120.21463,22.99342
2016,7,31,10,35,臺南市,東區,,,崇善路,,,,,,崇善六街,,,,,,,,,,,,,120.2297,22.97283
2016,7,5,15,5,臺南市,東區,,,東門路,,,,,,自由路,,,,,,,,,,,,,120.23737,22.97577
2016,7,28,14,49,臺南市,東區,,,慶東街,,,,,,府東街,,,,,,,,,,,,,120.21584,22.98668
2016,7,25,13,50,臺南市,東區,,,,,,,,,,,,夢時代機車便道,,,,,,,,,,120.23364,22.99023
2016,7,1,2,34,臺南市,中西區,,,南門路,,,,,,五妃街,,,,,,,,,,,,,120.20162,22.9826
2016,7,1,8,30,臺南市,中西區,,,西門路,二,,,213,,,,,,,,,,,,,,,120.19925,22.99493
2016,7,1,12,35,臺南市,中西區,,,西門路,二,,,258,,,,,,,,,,,,,,,120.19952,22.99571
2016,7,1,14,15,臺南市,中西區,,,府前路,一,,,26,,,,,,,,,,,,,,,120.21017,22.98893
2016,7,1,9,55,臺南市,中西區,,,成功路,,,,,,,,,（衛福部臺南醫院停車場出入口）,,,,,,,,,,120.20942,22.99759
2016,7,1,14,15,臺南市,中西區,,,民族路,二,,,55,,,,,,,,,,,,,,,120.21027,22.99433
